rating,reviews,sentiment,country,company
1,order item form wedding ceremony march event sent cakung jakarta march good stopped tgr gateway march item hasnt arrived phone customer service ...,Positive,ID,J&T
1,took long said express package still delayed ajj warehouse ...,Negative,ID,J&T
1,really ugly slow,Negative,ID,J&T
1,service jutex branch office friendly,Positive,ID,J&T
1,delivery cibinong ciputat day march march clear info ...,Positive,ID,J&T
1,disappointed send package using jnt month ago date feb sent vehicle registration moratorium grogot kaltim cikarang west java ...,Negative,ID,J&T
1,call c jt time met company c stuck like asked answer different answering teasing intonation kapok send item using jt delivery jakarta ...,Positive,ID,J&T
1,good stored warehouse day delivered reason shop closed extraordinary ...,Positive,ID,J&T
1,package didnt arrive almost week clarity time call response please wait try make cellphone active contacted later ...,Positive,ID,J&T
1,bad come warehouse delivery take day muke youre crazy ...,Negative,ID,J&T
1,come item didnt reach bad jt got stray package hasnt come back longer use jt ...,Positive,ID,J&T
1,slow,Neutral,ID,J&T
1,long take package hasnt arrived,Neutral,ID,J&T
1,already stuck warehouse bogor stuck delivery phone c behalf happy march minute said bodo ...,Positive,ID,J&T
1,disappointed jt express service said delivery day sulawesi jakarta package arrived destination day delivery sent ordinary good ...,Positive,ID,J&T
1,lamaaaaaaaaaaaaa,Neutral,ID,J&T
1,often wrong package delivery sorting strange even though address clearly correct always like good jt express please fix system dont disappoint ...,Positive,ID,J&T
1,even po indones already able compete similar expedition getting worse ...,Negative,ID,J&T
1,call center isnt polite asked sudden immediately turned phone without saying anything ...,Neutral,ID,J&T
1,really slow delivery,Neutral,ID,J&T
1,wooyy package already delivered jnt status verified guy work ...,Neutral,ID,J&T
2,parahhhhhhh,Neutral,ID,J&T
1,unclear shipping done disappointed,Negative,ID,J&T
1,jt pickup service useless every time use good receipt via bukalapak courier arrives asks go hundred time jt expensive,Positive,ID,J&T
5,really fast good job,Positive,ID,J&T
1,graduation gateaway woiiiiii accelerates krjamu,Neutral,ID,J&T
1,severe delivery status received item received family ...,Negative,ID,J&T
1,long time gone,Neutral,ID,J&T
1,time transit je en te fire slow expedition management never solution ...,Negative,ID,J&T
1,worst,Negative,ID,J&T
1,package send attack instead brought bogor warehouse arrived yesterday really careful consumer affected ...,Negative,ID,J&T
1,package didnt arrive,Neutral,ID,J&T
1,star disappointed much day bought lot good different shop shopee courier j didang longest already unit broken alien ...,Negative,ID,J&T
1,goblok company foolish ga becus ...,Negative,ID,J&T
1,longer using jnt cod east bekasi courier employee must successful behalf jay doesnt help explained obstacle good sent day asked phone courier ...,Positive,ID,J&T
1,package hasnt arrived day even though distance hour jnt house disappointing ...,Negative,ID,J&T
1,item thrown yard thought brother rubbish lucky see first ...,Positive,ID,J&T
1,bad package sent still hasnt arrived swear really bad service better ever use j ...,Negative,ID,J&T
1,good sent reversed postage cant returned poor disappointed jnts service wont want use jnt delivery service ...,Positive,ID,J&T
1,even though delivery us booking code doesnt enter automatic input sale get negative feedback ...,Negative,ID,J&T
1,bought galaxy received package still packed really easy right opened cellphone didnt touch crazy crazy bought cellphone online ...,Positive,ID,J&T
1,package often stuck dc,Negative,ID,J&T
1,fraudster doesnt arrive anymore dont use make ...,Negative,ID,J&T
1,good already dc sunter sent ivory coconut even though package delivered bekasi week ...,Positive,ID,J&T
1,long delivery please doubt many protested disappointed ...,Negative,ID,J&T
1,binder,Neutral,ID,J&T
1,jnt know entered usually fast long disappointedaaaaaa ...,Neutral,ID,J&T
1,bad service give star aja udh kebagusan call center lousy bc helpful cm b jwb already investigation come come week destination ...,Negative,ID,J&T
1,worst delivery country employee rude know manner like delay delivery reason kindergarten child everything better switch jne ...,Negative,ID,J&T
1,bos package hasnt arrived yet month item received credit application already entered ...,Positive,ID,J&T
1,slow oath,Neutral,ID,J&T
1,please take action jt bandung antapani branch courier made false report tracking system call center also helped defend courier point item hasnt received yet ...,Positive,ID,J&T
1,service lousy sending good one region one subdistrict day arrived item sent town wont work anymore ...,Negative,ID,J&T
1,severe shipping service never use recommend use ...,Negative,ID,J&T
1,severe shipping service ever existed indonesia cs lied cover mistake ...,Negative,ID,J&T
1,forced yes star let make jnt slow movement create status item received one received ...,Positive,ID,J&T
5,okgood job,Neutral,ID,J&T
1,package received feed back told wait buying time tlpn repeatedly wasted time credit clear answer could track order day ...,Positive,ID,J&T
1,share experience frequently olshop dont use j ...,Positive,ID,J&T
1,xpedition bad east jakarta south jakarta december december blind street ...,Negative,ID,J&T
1,package often get delayed shipping even though seller sent quickly arrived quickly fast sent home didnt even arrive day damn really dont ...,Negative,ID,J&T
1,really bad customer service service packet lost could clarity day package told wait continue information lazy use ...,Negative,ID,J&T
2,bad service clear sop pickup request throw jne many reason oversized good must wooden packing even though often sent via jt smoothly better ...,Positive,ID,J&T
1,never appointed,Neutral,ID,J&T
1,smart expedition service training patience may try expedition ...,Positive,ID,J&T
1,gile rot first time sending package using jt jakarta jakarta day package status stored warehouse call center never called well ...,Neutral,ID,J&T
1,long,Neutral,ID,J&T
1,try dong dc cikarang south control family service time professional ...,Neutral,ID,J&T
1,package often get stuck crocodile swamp month cancellation packet lost luckily sending part responsible im stuck expensive shipping cost ...,Positive,ID,J&T
1,jogja package jkt ga crazy,Negative,ID,J&T
1,phone called response severe,Negative,ID,J&T
1,good many complained old shipment order via shopee delivery via jnt express fellow jakarta december doesnt arrive ...,Positive,ID,J&T
1,buy item day jne sicepat courier day jt courier jakarta week waste ...,Negative,ID,J&T
1,package arrived every check status tangerang package sent serpong period day doesnt arrive heck ...,Neutral,ID,J&T
1,headquarters cod system delivery transaction recommended fraudprone,Positive,ID,J&T
1,dc pekayon ampar drop point long time item hour status still package arrived dc pekayon want send already several time like ...,Positive,ID,J&T
1,package lost last lost,Negative,ID,J&T
1,im sorry customer service division slow responsive customer need c workload large customer question responded capacity deliver information ...,Positive,ID,J&T
1,worst package arrived overnight hasnt delivered yet event complete address ...,Negative,ID,J&T
1,severe come package stray even though postal code clear jt party place,Positive,ID,J&T
1,havent received package yet status received behalf please fix dont make customer disappointed ...,Positive,ID,J&T
1,horrible service nov latest info item shipped dc sunter item hasnt delivered check receipt tokopedia application item position update still ...,Negative,ID,J&T
1,simplest expedition come package delayed back original ...,Positive,ID,J&T
1,often status yet reached customer delivery status completed jt cod system shopee also often make loss many return good ...,Positive,ID,J&T
1,c stuck sorry send using jt better return neighbor clear certain ...,Positive,ID,J&T
1,good november still bad bkigateaway warehouse service slow thank jt wont use expedition ...,Positive,ID,J&T
1,beratpadahal disappointed sdh x contact c j tp kaga response intimately iya iyatp package umm shipping attack north jakarta ...,Negative,ID,J&T
1,month november order sent batam jakarta city day still status,Neutral,ID,J&T
1,tangerang bekasi week dont want online store use jt better ride jne bye bye jt ...,Positive,ID,J&T
1,turn company responsible jakarta bekasi heart arrived ...,Positive,ID,J&T
1,long though fellow east timorese able one day even today day ...,Neutral,ID,J&T
1,crazy expedition bad attempt improvement center use service send fellow jakarta day staying warehouse good close business ...,Neutral,ID,J&T
1,crazy package often get lost even though come jakarta sending bogor sent cibinong time finally stayed warehouse day ...,Negative,ID,J&T
1,core service severe fellow jakarta delivery day day arrived ...,Negative,ID,J&T
1,disappointed difference express regular slow ...,Negative,ID,J&T
1,often wrong input packet go round round status brought courier arrive terrible expedition ...,Negative,ID,J&T
1,stupid make package yesterday already close ...,Negative,ID,J&T
1,disappointing send package october november hasnt received yet medan jakarta time day estimate dont know need dont use shipping make emotion ...,Negative,ID,J&T
1,pickup package super messed dont need promoin first fix system first lost competitiveness new expedition quickly anteraja ...,Positive,ID,J&T
1,status accepted good received even though use one express jakarta bekasi ...,Positive,ID,J&T
1,bekasi shipping course songong se songongsongong people already open package house door front eye ethic ...,Neutral,ID,J&T
1,item missing month clarity bad promised replacement clarity ...,Positive,ID,J&T
1,jt express logistics company worst service somehow became shopees partner many time disappointed jt unprofessionalism handling package entrusted sent ...,Negative,ID,J&T
1,even though reached warehouse near house didnt deliver day crazy ...,Positive,ID,J&T
1,number star according service point,Positive,ID,J&T
1,told take green mansion,Neutral,ID,J&T
1,package didnt arrive,Neutral,ID,J&T
1,rotten shipping service indonesia give use jntolol ...,Negative,ID,J&T
1,udah day still transit teross process also expensive bad pula jgnpakaij ...,Negative,ID,J&T
1,customer service satisfactory called day delivery satisfactory ...,Positive,ID,J&T
1,worst service compensation clarity delivering round round even though fellow jakarta ...,Negative,ID,J&T
1,unprofessional shipping service delivery information description package delivery failed contacted customer even though never contacted jt ...,Negative,ID,J&T
1,bad fellow bekasi hasnt arrived bekasi east west bekasi going around north bekasi still want use please correct service harm seller marketplace ...,Negative,ID,J&T
1,even worse period time semarang use yes already package semarang hasnt changed went package package arrived nearest branch ...,Negative,ID,J&T
1,strange two day ago package information arrived recipient didnt receive anything call center reached hard contact ...,Negative,ID,J&T
1,package moved moved day even though big package come doesnt move disappointed j ...,Positive,ID,J&T
1,send item using jnt via shopee document thousand free postage shopee turned furious arrived billed another thousand email jetcallcenter response ...,Negative,ID,J&T
1,worse service ive ever experince recommended,Negative,ID,J&T
1,garbage package year still jkt motion motion ...,Neutral,ID,J&T
1,disappointed panan waiting week also udh chat pelapak c j still response answer name expressing service conch ...,Negative,ID,J&T
1,package late stray even though buyer shipping address dont send together complicated go ...,Neutral,ID,J&T
1,package sep still bad service,Negative,ID,J&T
1,package late even though shipping north jakarta south jakarta package arrived south jakarta warehouse sept september pm good arrived ...,Positive,ID,J&T
1,slow,Neutral,ID,J&T
1,send package karawaci south jakarta day contacting c can not give solution told wait slow lose fast ride ...,Negative,ID,J&T
1,crazy package sent new september even though use jne regular usually arrives next day later day delivery day use jt regular almost week ...,Negative,ID,J&T
1,phone number really hard answer email social medium really bad even though price gone right ...,Negative,ID,J&T
1,old match estimated time,Neutral,ID,J&T
1,lambattt,Neutral,ID,J&T
1,took long send courier lie,Neutral,ID,J&T
1,day jakarta transit continues customer disappointed well seller loses even though address clear still jabodetabek auto move next direction severe jt ...,Negative,ID,J&T
1,worst service ive ever experience courier rating dont want choose star icon shit ill choose suitable there choice,Negative,ID,J&T
1,delivery worst delivery garbage,Negative,ID,J&T
1,parahhhhhh dri morning evening call c da yg answer ...,Neutral,ID,J&T
1,good sent september september date status stored warehouse sorting even though date good jakarta,Positive,ID,J&T
1,twice sending package using courier service sent address c hard contact email response reply ...,Negative,ID,J&T
1,need discus j t ugliness try mention good j expedition got worse worse ninja ...,Negative,ID,J&T
1,come shipping slow go south kalimantan week still sent im sorry use jnt shipping please dont make customer disappointed ...,Positive,ID,J&T
1,package delivered took longer promised ...,Positive,ID,J&T
1,many problem,Negative,ID,J&T
1,good often dont even disappear often database good signed courier come home ...,Positive,ID,J&T
1,disappointing ordered via online shop sent via jt hasnt three day called plan take warehouse allowed every day call check still ...,Negative,ID,J&T
1,disappointed sent package today move jpn good brought japan stock jpn heavy ...,Negative,ID,J&T
1,expedition make loss often lose good expensive tariff slow ...,Negative,ID,J&T
1,always happy use jntper august disappointed item gone fund returned buyer ongkirnya ...,Positive,ID,J&T
1,send depok instead sent denpasar disappointed j ...,Negative,ID,J&T
1,worst experience therapeutic expedition sending region take day hasnt arrived complained response ...,Negative,ID,J&T
1,goblook expedition estimated day package august blom even though package already kalijati warehouse delivered second time like package ...,Positive,ID,J&T
1,failure rate cod package quite high return package fails drop point origin old based information agency owner send sy place abandoned package warehouse urusine send ...,Negative,ID,J&T
5,complain expedition personally thank god beginning dtik good best time please let courier loyal delivery wont stray ...,Positive,ID,J&T
5,landmark,Positive,ID,J&T
1,overall package sample available yet ...,Neutral,ID,J&T
1,delivery cod package package late customer service polite finished talking disconnected ...,Neutral,ID,J&T
1,necessary use express name express shipping faster come express getting slower express order arrived week confirmation ...,Neutral,ID,J&T
1,company lot scandal many play lot cheating ...,Negative,ID,J&T
1,severe service stable bad old shipping changing name j keong expresa upgrade package ...,Negative,ID,J&T
1,item arrived day ago didnt arrive ...,Neutral,ID,J&T
1,disappointed used j service first time instead disappointed package already grogols dc hasnt delivered home even though ...,Negative,ID,J&T
1,disappointed shipping jakarta jakarta day worse address given really clear could ...,Negative,ID,J&T
3,ok,Positive,ID,J&T
1,come jnt exspress slow saturday liburrrrr good service ...,Positive,ID,J&T
1,worst service adorable good im almost almost month away still dc injection better disband expedition paraaah ...,Positive,ID,J&T
1,sad j expedition disappointing shipping long even though still capital city want find fast timely delivery better use service ...,Negative,ID,J&T
1,expensive price worse better delivery service like jakarta old play ...,Positive,ID,J&T
5,building new nice strategic,Positive,ID,J&T
1,whistle syringe day package like ...,Positive,ID,J&T
1,bad fellow jakarta really long kapokkk im reluctant use j fixed ...,Negative,ID,J&T
1,already umpteenth time strayed package address clearly sent tangerang sent lampung instead swear bad service j jakarta tangerang arrived day ...,Negative,ID,J&T
1,stupid expedition,Negative,ID,J&T
1,brg ga,Neutral,ID,J&T
5,mantaps,Neutral,ID,J&T
4,place send collect best item indonesia ...,Positive,ID,J&T
1,j isnt sending dog rich,Negative,ID,J&T
1,phone office appointed j item uda pass estimation center also contacted repeatedly doesnt want go back support ...,Positive,ID,J&T
2,lot people using fraud application sending item arrive destination day arrived airport old bogor ...,Negative,ID,J&T
1,complain shipping said pas x ray agent info pay thousand redeeming good send power problem want get good told pay ...,Neutral,ID,J&T
1,accordance express suitable slipping harmed cellphone sperpack package long joooo instead strayed sukorejo looking ...,Negative,ID,J&T
1,come package hasnt arrived yet also day tracked jakarta finally package arrived jktgateway sent mesgateway hasnt arrived ...,Neutral,ID,J&T
1,j express please change name deliver bad express service package delivered week ...,Negative,ID,J&T
1,make j deal slow delivery,Neutral,ID,J&T
1,disappointed company package placed shoe rack front house people take jnt responsible want change package whereas entered housing ...,Negative,ID,J&T
1,bad,Negative,ID,J&T
1,saat fly,Neutral,ID,J&T
1,call center polite complaint made phone turned saying fussy call center taught manner ...,Negative,ID,J&T
5,alhamdulillah long use obstacle easy obstacle hopefully delivery process smooth late update position item thanks j ...,Positive,ID,J&T
1,long delivery disappointing,Negative,ID,J&T
1,kacau send ngomong food day ud skrg day phone cust service result robot spt continue branch j aja dah boikot lot competent entire ...,Positive,ID,J&T
1,said express slowest expedition maybe express slow shipping x ea ...,Neutral,ID,J&T
5,excellent,Positive,ID,J&T
1,disappointing use jt pickup facility marketplace good day picked even though requested pickup estimated pickup time could expected ...,Positive,ID,J&T
1,delivery good long regret sending package jt ...,Positive,ID,J&T
1,dilapidated management arrogant,Negative,ID,J&T
2,harbolnas yesterday shipment stuck without clarity would arrive must evaluation material giving promos maintaining quality delivery service ...,Negative,ID,J&T
1,jnt express bobrok system exspres mendem package jnt susukan branch sent ...,Neutral,ID,J&T
1,want ask good yet delivered jakarta maros since say want sent plane come hasnt arrived yet tracked still position ...,Positive,ID,J&T
5,fast,Neutral,ID,J&T
1,particular expedition worst online business time item destroyed even though packaging double box given sticker watch breakage still broken im tired ...,Negative,ID,J&T
1,bad service worst jnt good destined jakarta instead sent bandung even though destination address clearly written ...,Negative,ID,J&T
1,really slow even though expensive jne,Neutral,ID,J&T
1,tepaksa ksih star use lot star damn jt week package got stuck warehouse id better use jne ...,Neutral,ID,J&T
1,actually vehicle good recently jt system chaotic plus courier incompetent make jts name bad owner closed eye didnt care ...,Negative,ID,J&T
1,bad location close pedongkelan cengkareng need step hasnt sent week even worse want pick good cant even get ...,Negative,ID,J&T
1,day status still dont think intend send ...,Neutral,ID,J&T
1,strangest shipping company ineffective unclear operation management better get rid express word ...,Positive,ID,J&T
1,day good havent arrived even though tangerang jakpus good fever dont send airport regret using package service name ...,Positive,ID,J&T
1,ive used jt time never ontime even though used express arrived day even though delivery still city jakarta use expedition ...,Positive,ID,J&T
4,thank si sorry beforehand want ask ordered item shopee come tracking result still jakarta day tracking result still jakarta ive ordered time like ...,Positive,ID,J&T
1,long delivery need arrive right away suck doesnt deserve name express ...,Negative,ID,J&T
1,bad service shipment hasnt arrived day sent jakarta jakarta though called c even said still hasnt sent casually ...,Negative,ID,J&T
1,package arrived day dont know still stored jt jakarta warehouse ...,Positive,ID,J&T
1,package arrived,Neutral,ID,J&T
1,experience last transaction package sent incorrectly stored warehouse even ordering using expedition day still hasnt arrived,Neutral,ID,J&T
2,many time call jt package processed immediately said would processed immediately arrived kdi ...,Positive,ID,J&T
1,hate period,Negative,ID,J&T
1,dont fleet dont need logistics business price expensive courier next door delivery slow sorry ...,Negative,ID,J&T
1,delivery time bad promise use jt service ...,Negative,ID,J&T
1,hq customer service staff complaining etc call center,Negative,ID,J&T
5,satisfied service ordered day delivery response fast price cheap arrived afternoon ...,Positive,ID,J&T
4,increase service expedition package arrives faster improve ...,Positive,ID,J&T
1,doesnt take long give ill use j need better j e ...,Neutral,ID,J&T
1,c talk lot response fast already know c phone longtailed ...,Neutral,ID,J&T
1,recommend use courier service really disappointing package arrived week made report c ignored come package ...,Negative,ID,J&T
1,negligence sending package careful,Positive,ID,J&T
1,sending package within city incredibly long better use jne jne actually fast day jne reg ...,Positive,ID,J&T
1,lola bin slow,Neutral,ID,J&T
1,j item already close come taken farther farther ...,Neutral,ID,J&T
5,good expedition,Positive,ID,J&T
1,kramat jati kalibata took day package still arrived yet hl,Neutral,ID,J&T
1,dont leave good yesterday come status hasnt changed ...,Negative,ID,J&T
1,need improve service,Positive,ID,J&T
1,package destination jakarta ternate stray bandung asked c go another city outside destination city answer usual always ...,Neutral,ID,J&T
1,choice give fellow jakarta package ivory jelelambar rich abroad ...,Positive,ID,J&T
1,jakarta jakarta day arrived onetime incident often ...,Neutral,ID,J&T
1,really use good november today even though jakarta tangerang day havent arrived yet c answer telling wait expedition longer ...,Positive,ID,J&T
1,send jakarta jakarta week ...,Neutral,ID,J&T
1,better close jt service company continue disappoint delivery long almost week ...,Positive,ID,J&T
1,basic j said xpres day fact item important day come sorry use courier feel bad ...,Negative,ID,J&T
1,confused period delivery jakarta jakarta november today november received either really bad system jakarta jakarta day ...,Negative,ID,J&T
1,delay often occur use service jt express written grossly wrong express come please improve delivery thank ...,Positive,ID,J&T
1,crazy passionate tjoy si jt good still away dont know there bad tracking status accepting crazy goib expiedition bad expiedition ever ...,Positive,ID,J&T
1,really disappointed package diem day arrive bali go package ...,Negative,ID,J&T
1,cant handle overload dont cooperate marketplace ...,Positive,ID,J&T
2,shopping online twice using delivery service disappointed good arrived status written please repair responsible waiting ...,Positive,ID,J&T
1,already guessed customer disappointment piling c phone picked chat answered ig comment closed package ciledug bintaro sent ...,Negative,ID,J&T
1,cellphone package doesnt arrive responds called c response initial overload ...,Negative,ID,J&T
1,place turned good didnt arrive taeee easy n one sent died quickly ...,Negative,ID,J&T
1,hasnt package sent tuesday saturday hasnt sent ...,Neutral,ID,J&T
1,delivery took long time give using service package hasnt arrived day estimated delivery working day please improve performance even better future ...,Positive,ID,J&T
1,week package still jakarta transit center didnt send parah dah ...,Neutral,ID,J&T
1,bad fellow jakarta delivery arrived yet almost week bro ...,Negative,ID,J&T
1,really annoyed expedition able deliver taman sari west jakarta grogol west jakarta day yes expedition slow come open many branch sh ...,Neutral,ID,J&T
1,took long didnt usually use j like ...,Positive,ID,J&T
1,jt delivery messed took long time stay ketrgan still day transit jakarta pket still havent smpe poor service close ...,Positive,ID,J&T
1,parahhhhhh never use jnt contact call center fellow jakarta good day didnt arrive left warehouse worst expedition indonesia ...,Negative,ID,J&T
1,really bad day transit jakarta since still transit jakarta havent sent bekasi ...,Negative,ID,J&T
1,really disappointed expedition status package delivery call center telephone keep dropping want ...,Negative,ID,J&T
2,please come isnt package first street gateway ...,Positive,ID,J&T
3,burukkkkkkkk,Neutral,ID,J&T
1,jakarta bekasi week wagelaseh wkwk,Neutral,ID,J&T
1,good start badly slow dont use j anymore ...,Negative,ID,J&T
1,please c response package held warehouse item going used ...,Positive,ID,J&T
1,c phone picked time voice already broken use delivery package always rotates ...,Negative,ID,J&T
1,package kapok raya november checked status day new road november arrived north meruya given package dont usually use j like ...,Positive,ID,J&T
1,package day jkt transit center work heck ...,Neutral,ID,J&T
2,status still,Neutral,ID,J&T
2,package hasnt arrived bandung depok status still bandung usually day ...,Neutral,ID,J&T
1,reason delivery good really bad good kebayoran want sent south tangerang go pluit first yesterday order bintaro south tangerang went ...,Positive,ID,J&T
1,bought good shopee cod payment free shipping delivery j label j sticker printed delivery fee ...,Positive,ID,J&T
1,worst expedition better use jne good arrive day item minute house expedition took day walk hasnt arrived ...,Positive,ID,J&T
1,last time used jt package didnt arrive really late ...,Positive,ID,J&T
1,already several time package received tracking package received make reputation good cunning method nothing good expedition ...,Positive,ID,J&T
1,expedition period tangerang south jakarta day,Neutral,ID,J&T
5,good jne express,Positive,ID,J&T
1,delivery jakarta tangerang took long time even though close,Neutral,ID,J&T
2,low speed delivery good stuck package junction warehouse even though distance good delivery location close even go awry delivery take day ...,Positive,ID,J&T
1,even though good arrived surabaya traced back forth send disappointed ...,Negative,ID,J&T
1,swatest course never know delivery denpasar web arrived kebayoran come delivery food day kecewanya pake really si ga really ...,Neutral,ID,J&T
1,expedition super slow throw away writing express ...,Positive,ID,J&T
1,better leave express really slow different jne complaint immediately respond jnt day using phone credit progress package arrived ...,Positive,ID,J&T
1,making big disappointment give using j jabotabek dr hr senen arrived ...,Negative,ID,J&T
1,sending food using jt hurriedly expired broooo time give ed food dont send ...,Positive,ID,J&T
1,received track received ask j courier told turn phone call active wa mace response ...,Positive,ID,J&T
1,service good slow delivery drug already dead one sick first give ...,Negative,ID,J&T
1,courier trashy service ever paekt stayed agent day didnt send even though fellow jakarta wont use jnt anymore ...,Neutral,ID,J&T
1,ordinary using j faster got ta good even possible still day hasnt arrived ...,Positive,ID,J&T
1,expedition package least day old samsai bojonegoro day still going around jakarta expensive anymore express name j slow bebel ...,Neutral,ID,J&T
4,cool,Positive,ID,J&T
1,could star dont need use star doesnt match name say express crazy sumpaah seller loss name im going use ...,Negative,ID,J&T
1,usually using jt smooth swear time service really bad package canceled delivered either ...,Negative,ID,J&T
1,recomended,Neutral,ID,J&T
1,delivery jakarta surabaya day,Neutral,ID,J&T
1,jt doesnt anyone work tv,Positive,ID,J&T
1,package arrived status changed said express come took long arrive longer using j courier lazy lazy kapok ...,Negative,ID,J&T
1,come package hasnt arrived yet even though week also arrived jakarta hasnt sent amalat ...,Neutral,ID,J&T
5,send good fast recommended want send good ...,Positive,ID,J&T
1,slowly order online track recoded area didnt arrive promised destination day arrived day languishing jt sent even though ...,Negative,ID,J&T
1,recommended slow work track record near location instead sent location farther away result good rotate arrive longer fact several time seen ...,Positive,ID,J&T
1,delivery took long hasnt arrived ...,Neutral,ID,J&T
1,jt reg description day fact day description change week already using expedition try expedition ...,Positive,ID,J&T
1,ouch jt really recommended doesnt match name period good depok jakarta week doesnt arrive checked delivery status olshop good still ...,Positive,ID,J&T
4,good night still jt sprinter locker thanks,Positive,ID,J&T
1,bad irresponsible saying shipping policy adjusted applicable government law thank jt obviously late ...,Negative,ID,J&T
5,mail,Neutral,ID,J&T
2,cover lot service match description slow delivery jkt kebumen mutar semarang new jog kebumen kebumen jkt go jog jkt much change ...,Neutral,ID,J&T
1,really bad waiter package meruya pluit period day arrived ...,Negative,ID,J&T
1,courier person whose address incomplete give away cbd pluit apartment right phone call something played naro package knew accepted ...,Positive,ID,J&T
1,disappointing july order pick good sent today july wib good still picked courier even though phoned directly ...,Positive,ID,J&T
5,ok,Positive,ID,J&T
1,slow crummy delivery ...,Neutral,ID,J&T
1,package june july arrived customer service happy record many time complained phone give real action contacted jt branch never picked ...,Positive,ID,J&T
1,good sent arrive called many time employee fake promise cengengesan based tracking good arrived pluit selatan warehouse sprinter ...,Positive,ID,J&T
1,took day package sent,Neutral,ID,J&T
5,good service,Positive,ID,J&T
3,swining shining bright ga om item,Positive,ID,J&T
1,service like shit damn c phone thousand pulse run phone doesnt carry important sttust receipt still doesnt change missed dog pack ...,Negative,ID,J&T
1,called answered package delivery june june arrive even though tgr jkt postage expensive please pick c jt quick response ...,Positive,ID,J&T
1,order north jakarta penjaringan send north jakarta netting also different post code day package hasnt arrived ...,Neutral,ID,J&T
2,paraahhhh day package havent sampled minute address ...,Neutral,ID,J&T
1,messy phone cant reached package didnt arrive amateur ...,Negative,ID,J&T
1,package delivery ancol grobogan still srggeteway sent grobogan package already awaiting dont late even though express slow ...,Neutral,ID,J&T
1,jt kayak tai lu gara gara lu used maki cust gw bener bener bangke lu accept look gw dog destiny business way make another ga recommended package package ...,Positive,ID,J&T
1,im sorry jnt took long time package stagnated content live didnt move day still malang pay ...,Negative,ID,J&T
1,long,Neutral,ID,J&T
1,never satisfied j t service package doesnt deliver address cant believe package really complicated ...,Negative,ID,J&T
1,service terrible checked awb arrived ktr pluit selatan raya may day delivery place whose location whistle didnt even arrive tracked shipment ...,Negative,ID,J&T
1,really bad day package still manifestation even though delivery close bogor checking location via map take hour minute pliss donkk improve delivery j ...,Negative,ID,J&T
1,long time service satisfied like twice call center isnt lifted slow ...,Positive,ID,J&T
5,next alam medika clinic tent store building building nurul mubin mosque ...,Neutral,ID,J&T
1,really bad package back forth already paid expensive jne faster jne jkt jkt jne day use j jkt jkt day haha ...,Negative,ID,J&T
1,took long time shipping service unclean better also sorry ...,Positive,ID,J&T
2,haduuuh ordered good usually go next day directly cant reach even though process sending doesnt work ...,Positive,ID,J&T
1,beginning okay get messed better use local never use j ...,Positive,ID,J&T
1,usual okay like old delivery ...,Positive,ID,J&T
1,good jakarta bogor day didnt arrive crazy ah j chaotic service ...,Positive,ID,J&T
1,many transit please increase courier,Positive,ID,J&T
1,good sent ivory coconut saturday saturday address ivory kirana good delivered destination please dont send courier ...,Positive,ID,J&T
1,payah sumpah statement good received havent received delivery yet phone turn still holding good first last used courier service ...,Positive,ID,J&T
5,opinion jt express real express expedition several time using jt great got excellent service sprinter good attitude till fast delivery service personally recommend people use expedition guess worth star,Positive,ID,J&T
5,nice tracking system clear timely,Positive,ID,J&T
5,service ok good fast use jt laagii laagiii moreiiiiiiiii ...,Positive,ID,J&T
1,rubbish bad service package didnt arrive courier wa phone bully disrespectful ...,Negative,ID,J&T
1,crazy make regular jr sending helmet tangerang jakarta next day right away even though estimation day ...,Negative,ID,J&T
1,buy good shipping using j writing arrived day fact week tracking sent received received ...,Positive,ID,J&T
5,eficient express service,Neutral,ID,J&T
5,delivery faster one well day send day thank ...,Positive,ID,J&T
5,used several time always arrive estimated time great service ...,Positive,ID,J&T
5,good good fast service ill use,Positive,ID,J&T
5,send package jakarta sukabumi usually day used jt didnt expect sent day next day wow cool ...,Positive,ID,J&T
1,long time sender,Neutral,ID,J&T
1,bad service slow delivery give using jnt good sent seller called c jnt instead asked contact seller seemed blaming seller hadnt sent good ...,Negative,ID,J&T
1,good send date west jakarta tepekong warehouse even though destination sent west jakarta item arrived one make party ...,Positive,ID,J&T
1,bad service courier,Negative,ID,J&T
1,disappointed many thing jakarta bekasi far sic coming yet ...,Negative,ID,J&T
1,time havent arrived day,Neutral,ID,J&T
1,first used j okay thought next one would faster seen term different price jne service also rather good unfortunately sent package keep track ...,Positive,ID,J&T
5,bogor shipping jabotabek area one day arrived never received good evening cool quick ...,Neutral,ID,J&T
1,waiter good slow expensive,Positive,ID,J&T
1,long delivery already week good arrived sent jakarta usually within maximum day arrived checked google good back forth warehouse gateway bdg ...,Positive,ID,J&T
1,tracked item sent seller new date entered bandung ...,Neutral,ID,J&T
1,sending fellow jakarta arrived day hellooowww like either situ send moon slow ...,Positive,ID,J&T
3,first time used j three shipment three disappointing really bad large warehouse sent small warehouse problematic reversed large warehouse large ...,Negative,ID,J&T
1,rich yet price service increased even worse sprinter lazy especially jks courier transit abal abal ...,Neutral,ID,J&T
1,severe depok tangerang shipment take day send last status instead return g give jt service ...,Negative,ID,J&T
1,come service doesnt match name company order hasnt arrived day java south jakarta ...,Neutral,ID,J&T
1,took long send week item arrived ...,Neutral,ID,J&T
