,rating,reviews,sentiment,Country,Company 
50,1,"Very slow, send it, don't call Items can't be lost in the night. It's so bad. It's the worst logistics I've ever seen. …",Negative,TH,Ninja van
51,1,"Ordered for a week and still haven't received it yet, bad, bad, bad. …",Negative,TH,Ninja van
52,1,Very poor delivery I don't know how many calls did not come according to his own appointment And do not call to tell wait a day Do not use it no responsibility …,Negative,TH,Ninja van
53,1,very slow delivery will preserve the product for,Neutral,TH,Ninja van
54,1,"Delivery origin on 21 July 64 There are 5 boxes of items. When they arrive at the destination, there are 4 boxes of items. Items arrive at the destination. 24 July 64 …",Neutral,TH,Ninja van
55,1,"Very slow delivery, no calls at all, slow service",Neutral,TH,Ninja van
56,1,"It's a very bad transport. There was another branch called to inform that the item would come at 1pm, but it didn't come. The next day, I called back to the same number and told the different branch responsible for …",Negative,TH,Ninja van
57,1,"Item arrived quickly but the service provider is very bad. Come to send, do not call in advance, arrive at the house and then call Said that he wasn't at home, but his daughter lived and didn't leave the money for the …",Negative,TH,Ninja van
58,1,"Very bad service, ordering a lot of things, can't really find this company. Slow delivery Called to make an appointment but didn't come and let us wait. …",Negative,TH,Ninja van
59,5,"Fast delivery, 3 days to arrive. very good transport At first, I thought I wouldn't be able to get items anymore because I saw all the negative reviews. …",Negative,TH,Ninja van
60,3,Edit: 23/07/2021  บริการดีขึ้นและส่งของตรงเวลาค่ะ …,Neutral,TH,Ninja van
61,2,"Very slow delivery, called and said they would deliver. Ask where the address is. In the end, he didn't come, didn't call, and was also postponed in the system that the customer informed the postponement of the …",Positive,TH,Ninja van
62,1,Rama 4 branch. Very bad. Sent many times delayed. Follow until you don't know how to follow. Not responsible. …,Negative,TH,Ninja van
63,1,"Very slow delivery, said that I pressed the wrong button, but really refused to deliver that day. will be delivered the next day The next day still hasn't arrived",Negative,TH,Ninja van
64,2,Drive to the parking lot and shout out of the car that you've come to deliver me...... and let the recipient walk to pick up the goods and pay the car Is this a delivery service? …,Positive,TH,Ninja van
65,3,"Very slow, withdraw from the shop. Random delivery. Meet the nemesis ninja. Sending items to adults is much slower than other transports. 😒🙄😤👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 …",Neutral,TH,Ninja van
66,1,I was informed that the item had been received for 2 days. have not received Tell the wrong address even though the address is the same address Wasting time waiting …,Negative,TH,Ninja van
67,1,"Slow delivery, wait until you're discouraged",Negative,TH,Ninja van
68,1,Is not sending the rate for 1-2 days and then came to say that he could not be contacted even though he was waiting to receive it and then suddenly returned to the store that did not inform us at all .. very bad …,Negative,TH,Ninja van
69,1,The parcel arrived at the destination. The status of delivery. 7 days have passed and still haven't received the item. and then there is a …,Neutral,TH,Ninja van
70,1,Secondary items have been here for several days and have not arrived yet. There is a notification that the item will be delivered on the 12th. This is the 14th day and still haven't contacted me. The delivery is very …,Neutral,TH,Ninja van
71,1,Very bad. Pickled. Very good stuff. Don't call the child and say that he can't contact the child. Transport. Arrange delivery for customers from 12 to 14 and still haven't got it. …,Negative,TH,Ninja van
72,1,"Received this item from this transport twice. The delivery man spoke harshly both times. Call and ask for directions, not local people, don't know where this address is, there is no alley. Ask Tring why other …",Neutral,TH,Ninja van
73,1,"The delivery of this item occurred from the fact that I ordered the product through an online store, which the company shop was. Partner with Ninja Transportation. The delivery of the goods I ordered took a very long …",Positive,TH,Ninja van
74,1,"The parcel called to say that it will be delivered by Thursday when the office is closed. We asked to postpone Friday and the status is up for sure that it's really Friday. But in the end, I waited all day, so I …",Positive,TH,Ninja van
75,1,"Made a purchase from Shopee, got hit back for the 1st time saying that the recipient could not be contacted even though he had not received a call from the staff at all. And call the Call center the second time will …",Neutral,TH,Ninja van
76,1,"Sent the item successfully. But who is the recipient, I don't know. signed our name Ours is not important in it is baby milk powder. Let's eat rice first, baby. Because that's the money that I have saved to stock up …",Positive,TH,Ninja van
77,1,"Check the parcel, the status says",Neutral,TH,Ninja van
78,1,The parcel arrived at the destination. The status of delivery. 3 days have passed and still have not received the item. …,Neutral,TH,Ninja van
79,1,I can postpone the delivery. Boring. I haven't sent it yet. Is there any responsibility? …,Negative,TH,Ninja van
80,1,"Ordered the product on 27 May. July 64 in the system, it says received the parcel successfully. Waited from 28 until the 2nd day. Still haven't arrived. Bangkok-Prachuap, how long will it take? Other companies just …",Positive,TH,Ninja van
81,1,Worst As far as I can tell you straight It's very slow and it doesn't fit in the system at all. …,Negative,TH,Ninja van
82,1,"No staff contacted, no delivery. but into the system that ""Unable to contact recipient"" Terrible. Not delivered in time and then blame the customer …",Negative,TH,Ninja van
83,1,Not yet. but in shopee system Says sent but can't contact the recipient. But no one has contacted me yet. So confused and writes that it's shipping again. Around 4 p.m. Um. 4 p.m. K sucks. …,Negative,TH,Ninja van
84,1,"On May 28, 1964 There was an office worker bringing the parcel to the house. The office worker will take a picture of us claiming to be delivered to the company. will know who is the recipient We refuse to take …",Negative,TH,Ninja van
85,1,"Really sent quickly, but sent to anyone who doesn't know. Plus sign our name as well …",Positive,TH,Ninja van
86,1,Slow,Neutral,TH,Ninja van
87,1,Shouldn't even get a star Can deliver one piece Very bad experience The address of the responsible person. Turns out to be sending items to the sender. Crazy. Tell us to pick up and send again. .... Complain to the …,Negative,TH,Ninja van
88,1,Very bad,Negative,TH,Ninja van
89,1,"Did not update the product at all. Where is it. Delivered very late, 2 days has not arrived. …",Neutral,TH,Ninja van
90,1,"Worst of all, I am waiting to pick you up throughout the delivery from the origin of the delivery to your transport company. Tell the item to be delivered within 20 May - 22 May until today. 21. Items should arrive in …",Negative,TH,Ninja van
91,1,Very slow transport,Neutral,TH,Ninja van
92,1,"Very slow, delivered at 20.00 at the company, who will be there, pick up the goods, and there is no call in advance. Crazy, finally delivered again instead of sending faster than before. Returning to the same time. …",Positive,TH,Ninja van
93,1,The shop has sent the goods from the 11th until the 14th and has not received the item yet. …,Positive,TH,Ninja van
94,1,"At first, it was good..but the latest item was not received .. has not been received. …",Neutral,TH,Ninja van
95,1,"Ten days, I tell you, so desperate. I recommend it. I use other brands to finish it. …",Positive,TH,Ninja van
96,1,"Very slow, the delivery shop gave the 6th day. Now, on the 10th day, we still haven't got anything yet. Not far In the metropolitan too …",Neutral,TH,Ninja van
97,1,Very slow,Neutral,TH,Ninja van
98,1,I have been waiting for three days. Said that the rain can't come to deliver. It's an excuse. You can't just do this. You can't go to sleep at home. …,Negative,TH,Ninja van
99,1,The shop's reputation is valuable ... Do not come with this transport. Eliminated every time It's a shepherd boy every now and then. …,Positive,TH,Ninja van
100,1,Denied much responsibility Claimed that in Bangkok sent one day I have been waiting for a week. …,Negative,TH,Ninja van
101,1,"I don't want to give a star at all. Delivery is very late, wait 7 days. Think about it. The next round would not use the service and …",Negative,TH,Ninja van
102,1,"The system is increasingly bad in the system that cannot be contacted by numbers. We called to change the number. For fear of bouncing Then sat and waited for a week In the end, I can't tell if I can't contact the …",Negative,TH,Ninja van
103,1,The delivery is very slow. Say it will be sent within 3-4 business days. Never called But it shows up as if Unable to contact the recipient .. Home of you .. 29/4/64,Neutral,TH,Ninja van
104,1,"The delivery was very slow, many shots did not come.",Neutral,TH,Ninja van
105,1,"Honestly, I don't want to give a star Very bad delivery man Ninja Van Thung Khru Before shipping, you have to call the customer first, right? This one is calling, but it is close to calling. We went out to eat. So we …",Negative,TH,Ninja van
106,1,"I am confused. Ordering things, the phone number is attached to the front of the box. But the status says The sender has arrived at the residence but cannot contact the receiver. Calling and not calling the shop all …",Negative,TH,Ninja van
107,1,"Said that the product will be delivered within today But did not deliver, but said that he could not contact the recipient Even though I didn't call once We'll just wait. Going to check again, the delivery can't …",Negative,TH,Ninja van
108,1,"Very bad I don't have one. If you know that you are not ready, you can not tell what is not true. Since ordering things, I have never met Which shipping company was so bad …",Negative,TH,Ninja van
109,1,"Terrible and awful. Said that 4 intersections and then turn right, but went to 3 intersections and then turn right Is it really inseparable? 3 separate and 4 separate? Tell me the way to the house 3 times, I think I …",Negative,TH,Ninja van
110,1,"Transport, do not call Suddenly, the delivery was successful, the item was not interrupted, hurry to deal with …",Positive,TH,Ninja van
111,1,"Delivered very late, all others have delivered. Ninja Van is still at the warehouse. …",Neutral,TH,Ninja van
112,1,"This transport, the worst service, the worst, the slowest. Should have received items from April 2, until now, April 6, still did not receive the goods, calling the whole big center, both the courier and speaking, but …",Negative,TH,Ninja van
113,1,"Ordered items in shopee and it has a single delivery, delivery cost 29 baht, I think J&T because this transport is very good in our neighborhood, service is good enough, only the seller is the ninja van. Haven't …",Positive,TH,Ninja van
114,1,Really bad !! Liar !!,Negative,TH,Ninja van
115,1,"Do not use this service. Can't contact anything, call center, can't give person number Goods arrived and told them to pay. But can't contact us …",Positive,TH,Ninja van
116,1,"Service is very bad, delivery of goods is slow, is preserved at the warehouse. In the system can not contact the recipient. No one has contacted yet. Then took the goods back to the new warehouse …",Positive,TH,Ninja van
117,1,"Ordered items from Shopee yesterday, the status is delivered, but there is no staff to contact, when checking in the evening, the status says, unable to contact us even though we haven't contacted yet, we waited all …",Neutral,TH,Ninja van
118,1,"Order set for several days. When the delivery deadline was reached, we waited, but there was no communication from the courier. When came to check the parcel number, said The product was not delivered successfully. …",Positive,TH,Ninja van
119,1,"Very slow Not recommended, can be avoided, should be avoided Order from China first. Bangkok to Rajyuri takes 5 days. Customers curse in the morning, lunch and evening. …",Negative,TH,Ninja van
120,1,"Waiting for delivery all day, order in shopee Status shows that the goods will be received today, waiting all day, there is no indication that the phone will come, take it with you all the time, even going to the …",Positive,TH,Ninja van
121,1,"Lek Huay, Ratchaburi, 70000 No, the car ran a big box, gave the car a delivery machine, how could he carry it? Ninja Van …",Neutral,TH,Ninja van
122,1,"The delivery of this company is very slow, horrible.",Negative,TH,Ninja van
123,1,"It is extremely slow transportation. If there is a channel that does not give any points at all, then this company Very drool, tell me If there are many companies to choose from I would not recommend anyone to use the …",Positive,TH,Ninja van
124,1,"It is a terrible transport. Since every order To inform the shop, unable to contact even without calling Unable to deliver goods, tell no one to live Even though there are always people at home This is the service The …",Negative,TH,Ninja van
125,1,"Ordered with se-ed, pay, express delivery, but the package has not yet arrived very late. …",Negative,TH,Ninja van
126,1,"Poor service, order of the shop, delivered on Thursday, received again on Tuesday, the house is in Samut Sakhon. Shop in Samut Prakan, near DC, it sent to Mars and returned to Earth. …",Negative,TH,Ninja van
127,1,Very slow for many days,Neutral,TH,Ninja van
128,5,"Followed by the email report after the submission. - Very good email report with name, date / time, picture, signature of the person who signed for the parcel, complete and complete amount. …",Positive,TH,Ninja van
129,1,"Until now, have not received the product _ call to postpone again _ and tell customers to postpone _ very bad _ Bang Pa-in Ayutthaya _ ordered from shopee next, which shop used to transport Ninja Van _ will not order …",Negative,TH,Ninja van
130,1,"10 days sent Customer has not received the item The call to the call center cannot provide any information. Until the customer cancels the Ogre, who is responsible for how to send it in 10 days still has not been …",Positive,TH,Ninja van
131,1,"Waited from the date 6/2/64 until now, not yet. At first it arrived and I couldn't find the item so I said that I would send it again. Until now, not at all, confused. …",Negative,TH,Ninja van
132,5,"Convenient transportation, fast, use a ninja",Neutral,TH,Ninja van
133,1,"Today there is an employee from the transportation way to call us. At first I told you that the customer bought this .... This order number .... We are in .. ..... Later, I said that the customer bought it with this …",Positive,TH,Ninja van
134,1,The delivery is very slow.,Neutral,TH,Ninja van
135,5,Call to inform in advance that the goods will be delivered. The delivery staff spoke politely. …,Positive,TH,Ninja van
136,4,The staff are polite and humble.,Neutral,TH,Ninja van
137,1,"Ordered from shopee, delivered by ninja van delivery, very bad service. Talks should not be available, call at 7.58 am, tell me the goods will be delivered at this time, not yet. When I called to ask, he said that he …",Negative,TH,Ninja van
138,1,"The transportation is very bad. On 25/12/63, the staff called in at 8:00 p.m. said that the product was not delivered on time. Request to cancel delivery today. Will come and send it again on 26/12/63, waiting all …",Negative,TH,Ninja van
139,4,Good service staff Haven't met an employee who has bad manners yet. But may be delivered later than the others …,Positive,TH,Ninja van
140,1,"It is a bad transport, slow delivery, employees call and postpone again. …",Negative,TH,Ninja van
141,1,"Terrible service, let's change the delivery time from yesterday to today and from today to tomorrow. Bad, bad, bad, no responsibility at all. Not deserving of a star …",Negative,TH,Ninja van
142,1,Delivery does not call to notify The system is currently delivering 08; 00 until the end of the day. …,Neutral,TH,Ninja van
143,1,"The system is terrible. Products sent 4 days a day. Still not something else. Ordered later, kerry flash delivered, but this still hasn't arrived. Who will use the service, thinking good is very bad. …",Negative,TH,Ninja van
144,3,"Using the service for the first time, very ok. The second time is quite bad. Because you call us at 21.30 Which at that time we were going to work so there was no time to receive Which our house is in other provinces, …",Negative,TH,Ninja van
145,2,"Very slow. Other transportation, where are they going? This transport is still a turtle crawling. Should improve the speed of delivery to be better …",Positive,TH,Ninja van
146,1,I met myself twice,Neutral,TH,Ninja van
147,1,"Contacted, will send items, use words like talking to a friend, not enough, and also tell them to walk outside to pick up the item. How do you think? Order dome lid 15 pack paper glasses 15 rows * 50 pieces per …",Positive,TH,Ninja van
148,1,"The transport is very slow, ordered three days. Haven't received the item yet …",Neutral,TH,Ninja van
149,1,"Delivered very slow. Enough to send, did not call to tell first. …",Neutral,TH,Ninja van
150,1,"Very good, not delivering items as scheduled, filling out, canceling delivery. And people who order the product just wait. Ask to go to every channel, no answer whatsoever It is the cheapest transport that I have ever …",Positive,TH,Ninja van
151,1,"The transportation system is very low. Never used to transport anything, and I received this very slow. Delivery from Nakhon Pathom to Samut Prakan took 8 hours, until now I have not received the parcel. The transport …",Negative,TH,Ninja van
152,1,"Transported more like a turtle The parcel status from last night until now, the status is still in the same place. …",Positive,TH,Ninja van
153,1,Ninja van can wait. It's the worst in loca. Things that are not yet claimed. This is bad. …,Negative,TH,Ninja van
154,1,"Terrible, awful, ordered from the 20th Until 27 haven't. When ordering in shopee Specify received no more than 24 Here I come for 3 days. …",Negative,TH,Ninja van
155,1,"Order on 11/10 Delivery store 12/10 Date 14/10 18:03 Call to inform today, missed delivery Send to tomorrow, but the …",Negative,TH,Ninja van
156,1,"Very bad, very late delivery Added to the false state that Unable to contact recipient Despite not being contacted Goods were sent from 9 o'clock until 2 o'clock. No customer contact Waiting for another day Out at 9 …",Negative,TH,Ninja van
157,2,"Poor segregation management The goods are transported for 4 days, not yet. The provinces are adjacent too. Calling to ask, it appears that the postal number is wrong. …",Negative,TH,Ninja van
158,1,"Ordered from shopee, delivered by ninja van delivery, someone signed for it instead. We do not have items. The house is all day. Send it to anyone, anywhere, call …",Neutral,TH,Ninja van
159,1,"Poor service, staff, poor delivery, lack of training",Negative,TH,Ninja van
160,1,"Never ever try to use, tracking is faked, customer complained never taken to account.",Negative,TH,Ninja van
161,1,"The delivery is very slow, I said I will deliver today, but it is quiet. Claiming but a lot of stuff One time, I didn't choose Ninja. …",Neutral,TH,Ninja van
162,1,Very slow.,Neutral,TH,Ninja van
163,1,"Order from shoot, fast delivery shop, but stuck in the transport of Ninja Van Thung Khru, but came up with a status that contacted the customer is not a residence.What is it? Is it up to the office? Why can't I …",Negative,TH,Ninja van
164,1,It is very bad. It is the first company to deliver the goods and then walk to get the goods and take the money out to pay. …,Positive,TH,Ninja van
165,1,"Service to postpone, send, reserve and deliver again Claiming a lot of stuff …",Negative,TH,Ninja van
166,5,"Very good, Maha Sarakham Province, always use Ninja Van service. Polite staff always call in advance. Very impressed. Very good. …",Positive,TH,Ninja van
167,1,The delivery staff spoke like a ghost.,Positive,TH,Ninja van
168,1,"Terrible, very slow transportation, the delivery date is delayed for 2 days, and still not enough to call to inform the delivery date itself. But in the system back that we are notifying the change of the date itself …",Negative,TH,Ninja van
169,5,Good,Positive,TH,Ninja van
170,1,"Call center, terrible service, no manners.",Negative,TH,Ninja van
171,1,Somehow refused to deliver my package after 10 days of waiting and constant calls to the customer service.,Negative,TH,Ninja van
172,3,Fast delivery,Neutral,TH,Ninja van
173,5,Send fast now. One day to go Employees will leave the parcel at the juristic person. …,Negative,TH,Ninja van
174,5,"The delivery staff calls for appointments to send first in advance, good service, good polite speech. …",Positive,TH,Ninja van
175,3,"The parcel box is very demolished. But fortunately, the contents are fine. The delivery speed is considered fast. …",Positive,TH,Ninja van
176,5,"Well, I didn't get it myself, but Nauti accepted it without being dropped or damaged. …",Positive,TH,Ninja van
177,5,The staff spoke well and polite.,Positive,TH,Ninja van
178,5,Fast delivery. Driver is very friendly and polite.,Positive,TH,Ninja van
179,5,"The service staff are very good, very polite, trust Ninja Company. To deliver parcels many times and countless times …",Positive,TH,Ninja van
180,3,"There is a delay in delivery per house. Some items are delivered within 1 day. When asked to arrive in that area, the employee did not sell immediately. …",Negative,TH,Ninja van
181,5,"Very good service staff The parcel is delivered quickly, known to be delivered very well. Without giving directions at all …",Positive,TH,Ninja van
182,5,"Brother who delivered the goods Riding on a motorcycle to speak well, smiling face …",Positive,TH,Ninja van
183,5,"Good service, call to inform before the parcel arrives.",Positive,TH,Ninja van
184,5,"Good service, fast delivery as scheduled",Positive,TH,Ninja van
185,4,Fast delivery Call to inquire before sending. Good.,Positive,TH,Ninja van
186,5,The sender called before sending the parcel. Good talk. Leave the security guard. …,Positive,TH,Ninja van
187,5,Send good service staff.,Positive,TH,Ninja van
188,5,Fast delivery,Neutral,TH,Ninja van
189,5,Get things fast The staff delivered early in the morning. It's quick to eat. …,Neutral,TH,Ninja van
190,5,OK,Positive,TH,Ninja van
191,1,"For people who want to experience the new dimension of shipping How is it sent locally? As if Phil has received products from abroad Through the consular ceremony By storing them at the warehouse one area at a time, …",Positive,TH,Ninja van
192,5,Very fast,Neutral,TH,Ninja van
193,1,"The first employee called to ask for directions, but did not come and sent it, and still recorded in Shopee that the recipient could not be contacted even though we had given directions. And waited all day Must …",Neutral,TH,Ninja van
194,4,Quick,Neutral,TH,Ninja van
195,5,Received the item and sent it well.,Positive,TH,Ninja van
196,5,The product is neat and the cover arrives quickly.,Positive,TH,Ninja van
197,5,"Send work quickly, polite, like straight, use local people who know the area very well. …",Positive,TH,Ninja van
198,5,"Delivered quickly, safe parcel. Have a call first Making it possible to plan to receive packages …",Positive,TH,Ninja van
199,1,"Shipping delay Check the web page, see Tung's admission, but on the 7th but deliver the goods on the 11th despite the store ordered only 7 kilometers away from the customer's home .. …",Positive,TH,Ninja van
200,5,Employees have called in advance to deliver the goods. Very polite speaking …,Positive,TH,Ninja van
201,5,"The delivery speed is very good. The staff who delivered the product spoke very well. Overall, I am very impressed. …",Positive,TH,Ninja van
202,5,Very good. The product arrives very quickly #Love it 😜🥰 …,Positive,TH,Ninja van
203,5,Receive the goods safely and Fast to deliver Polite staff …,Positive,TH,Ninja van
204,5,good,Positive,TH,Ninja van
205,5,Teenage Mutant Ninja Turtles Delivering items 3 times each I am encouraged …,Positive,TH,Ninja van
206,2,"Slow delivery I do not understand that it is the shop's system slow delivery or delivery. Because the destination province is in the metropolitan area We ordered products on Sunday, but the products were delivered on …",Neutral,TH,Ninja van
207,5,"Fast delivery, economical, very cute.",Positive,TH,Ninja van
208,5,Goods delivered on time,Positive,TH,Ninja van
209,5,"Received the product. No damage Before coming to the staff, call first But since that day is at a different place Therefore put it in the mailbox in front of the house There aren't any problems. …",Negative,TH,Ninja van
210,5,Fast delivery ..,Neutral,TH,Ninja van
211,5,Delivery very fast The organizing staff speaks politely.,Neutral,TH,Ninja van
212,5,"Good service, very good-natured delivery person, Don Tro Subdistrict, Chalerm Phra Kiat District Nakhon Si Thammarat Province Come to send often until you are close. Impressed with the service …",Positive,TH,Ninja van
213,5,"Fast delivery, but before coming to send, want to call and tell first …",Positive,TH,Ninja van
214,5,"Call to inform before arriving, delivery is good, fast.",Positive,TH,Ninja van
215,5,"Good service, fast delivery, polite staff, hundreds of parcels arrive in good condition. …",Positive,TH,Ninja van
216,5,"Nong Bua Lam Phu branch, fast delivery, good, not losing to others, good box condition, delivery staff call before entering the delivery Excellent, please keep this kind of standard continue. …",Positive,TH,Ninja van
217,1,"Employees should have an understanding of Soi Fang, even numbers, odd numbers. …",Negative,TH,Ninja van
218,3,"The delivery is fast. But I don't like being alone at all: I'm not at home But he signed as me to pick up the goods, that is, if the item is lost, do I have to follow with myself? Bad habits …",Negative,TH,Ninja van
219,5,Fast,Neutral,TH,Ninja van
220,1,Many broken parcels I don't know why Inaccuracy of the sender,Negative,TH,Ninja van
221,4,Transportation OK. Products in good condition. Call before delivery. …,Positive,TH,Ninja van
222,4,"Call for an appointment Some, not some Most of the employees encountered 99.99% are considered very good. …",Positive,TH,Ninja van
223,5,There is a polite advance call to help lift things to the place. …,Positive,TH,Ninja van
224,5,"Employees call in advance that the parcel has arrived. Speaking because .... Overall, it is considered good. …",Positive,TH,Ninja van
225,5,The staff are polite and polite.,Neutral,TH,Ninja van
226,5,Very good service in all matters,Positive,TH,Ninja van
227,1,"Ordered the Ninja Van 2 times. The bad first time was one call, and when we didn't answer, we called back, and he didn't pick up. The next day we called back to pick up. We told you to come in and deliver the goods …",Negative,TH,Ninja van
228,5,"The staff called in advance that they would deliver the product. Speak politely Overall, I am very satisfied with the delivery of the product. …",Positive,TH,Ninja van
229,5,The transportation service is very fast.,Neutral,TH,Ninja van
230,1,Poor. Hold for 3 days in the company's system. The place of delivery is a residence Poorly unable to contact the recipient. Do not contact. Always wait. …,Negative,TH,Ninja van
231,1,I can tell one word is very slow.,Neutral,TH,Ninja van
232,5,The delivery man spoke very well.,Positive,TH,Ninja van
233,1,"The package was very wrinkled, if it was something that could be broken, it was really bad, not that it was delivered to the recipient's meal only. The delivery must be in perfect condition as well. …",Negative,TH,Ninja van
234,5,Never been disappointed with the transportation The product comes in good condition. The staff are also polite. …,Positive,TH,Ninja van
235,5,The staff are polite. Call for delivery. Soon,Neutral,TH,Ninja van
236,5,Polite staff can schedule appointments.,Neutral,TH,Ninja van
237,1,"The recipient is not the owner of the package. Checked at home, no one accepted the parcel. …",Positive,TH,Ninja van
238,4,"Shipping, I am okay, nothing is damaged. I wish to be like this forever. …",Neutral,TH,Ninja van
239,4,"Fast delivery,May be",Neutral,TH,Ninja van
240,1,"Is confusing. Ordering the number is on the front of the box But the status says The sender has arrived at the residence but cannot contact the receiver. Call is not calling. Also, today is a holiday. Many people at …",Positive,TH,Ninja van
241,5,"Responsible employees are the very essence of the company. Accidents can happen at any time. Therefore, due to force majeure, it is not possible to blame the employees who were sent late. …",Negative,TH,Ninja van
242,5,The product is not damaged. Quite good,Positive,TH,Ninja van
243,5,Fast delivery,Neutral,TH,Ninja van
244,5,Excellent delivery,Positive,TH,Ninja van
245,5,"Good, call to inform before delivery, good product, staff came to deliver at the specified point. The product is not damaged. May depend on the service area Fast delivery. …",Positive,TH,Ninja van
246,4,Good fast,Positive,TH,Ninja van
247,5,Fast delivery across the day. Very good service.,Positive,TH,Ninja van
248,5,Polite staff. Call ahead. Supporting people making a living ❤️ …,Positive,TH,Ninja van
249,5,The delivery person spoke good service.,Positive,TH,Ninja van
250,5,Good fast service .. Staff speak politely. The staff member called in before telling the package to be delivered every time. …,Positive,TH,Ninja van
251,5,Good,Positive,TH,Ninja van
252,5,"Delivery staff polite. Call to notify to pick up the product, even without having to collect products Normally, if there is no collection fee, most will deposit the project law without notifying …",Neutral,TH,Ninja van
253,4,Please maintain the standards and improve the service even further 😊🤍 …,Positive,TH,Ninja van
254,5,"Okay, no problem.",Negative,TH,Ninja van
255,5,The shipping cost is fast. Good service staff,Positive,TH,Ninja van
256,5,"Good service, politely and professional team, all my question was sorted very fast,, lov this company 🥰",Positive,TH,Ninja van
257,5,The delivery staff is good. Fast and there is a call to notify first. …,Positive,TH,Ninja van
258,5,Delivery on time,Neutral,TH,Ninja van
259,5,"Use the service every time because it's fast, cheap, and good service, not inferior to other owners. I've been using the service since the first ninja van was available. Cheering for the team …",Positive,TH,Ninja van
260,3,Better than before,Positive,TH,Ninja van
261,5,The staff were polite before calling to tell first.,Neutral,TH,Ninja van
262,5,The staff called to request permission to place the products in front of the house in a safe place. Very good. …,Positive,TH,Ninja van
263,4,The delivery is good.,Positive,TH,Ninja van
264,5,"Senders call to notify before sending, considered good",Positive,TH,Ninja van
265,5,"Fast delivery Have better development From many months ago, slow delivery of the lost goods but came today when the ninja Improved delivery Please encourage the team and staff. Continue to improve the work …",Positive,TH,Ninja van
266,3,"Today, the staff are women. Call to inform that a package has been delivered. Therefore told to put it in the bicycle basket Then she pressed the call away Discomfort Just walk into the building in front of the room. …",Negative,TH,Ninja van
267,4,"When the officer calls to notify to receive the product, it is already in front of the house Always like this If collecting money at the destination, would probably find money to be busy Should call in advance for 3 …",Positive,TH,Ninja van
268,5,Polite staff,Neutral,TH,Ninja van
269,4,"Good service, affordable price Call to inform the reception of the staff politely. …",Positive,TH,Ninja van
270,1,Transportation is very slow,Neutral,TH,Ninja van
271,1,"Very late delivery Unable to send in time, not calling customer, then delivery status unsuccessful Call back at 8 pm and say that delivered tomorrow. Tomorrow is not true Another day passed to get the item. Must call …",Positive,TH,Ninja van
272,5,The thing is that the transport staff spoke well.,Positive,TH,Ninja van
273,5,"The staff are very friendly, the condition is very perfect. …",Positive,TH,Ninja van
274,1,The staff should be trained how to speak politely to the customer 😵😵,Neutral,TH,Ninja van
275,4,"Overall, the staff speak good. Good transportation, undamaged products …",Positive,TH,Ninja van
276,5,Very good. Transport staff are cute. 😁,Positive,TH,Ninja van
277,4,"Delivered as per the provincial standards, about 4 days is OK, slightly slower than the others. …",Positive,TH,Ninja van
278,5,Package number SHNV323749471 Fast delivery as according to the slogan. …,Positive,TH,Ninja van
279,5,"Good service, good speech, no damage received",Positive,TH,Ninja van
280,5,"Fast transportation. Staff are very polite. Overall, it is good. Want to keep this quality forever …",Positive,TH,Ninja van
281,5,"The delivery man spoke politely. Call in advance. We transfer too much money, then he quickly transferred back. …",Neutral,TH,Ninja van
282,5,who had deliver early last night,Neutral,TH,Ninja van
283,5,Let Grandma take the stuff. But should be good,Positive,TH,Ninja van
284,5,Service is polite.,Neutral,TH,Ninja van
285,5,"Good, fast transportation The staff is neat, polite, and lovely. There is a call coming in every time before delivering the package to us. …",Positive,TH,Ninja van
286,1,Service is very poor. Contacted outside of business hours and didn't send the product. …,Negative,TH,Ninja van
287,5,The goods are received as soon as possible. The items are not damaged. …,Neutral,TH,Ninja van
288,4,With the development of better services,Positive,TH,Ninja van
289,5,"The staff sent a call to inform in advance, politely speaking, sent to The overall summary is OK. …",Positive,TH,Ninja van
290,5,The staff speak politely. Delivery is very fast. Thank you very much. …,Positive,TH,Ninja van
291,5,"Good service staff, courteous, service with heart, fast shipping, no damage, thank you. …",Positive,TH,Ninja van
292,5,"Express delivery, fast",Neutral,TH,Ninja van
293,1,Do not call in advance Self-signed by the recipient Sometimes throw things in But personally signed to receive the parcel …,Neutral,TH,Ninja van
294,5,Received the product,Neutral,TH,Ninja van
295,5,Great service staff Fast delivery service,Positive,TH,Ninja van
296,5,"Very fast delivery. Call from 8.24 hrs. Normally, other owners will call around 9-10 hrs. …",Neutral,TH,Ninja van
297,5,Call to notify 1 hour before sending. It will be good not home and then call.,Positive,TH,Ninja van
298,5,Delivered quickly. The staff in advance called to speak politely. Very good. …,Positive,TH,Ninja van
299,1,"Previously, the delivery staff would be better. On July 10 at 16.20 hrs, the delivery staff called in a bad tone. The first question asks if urgent use of the item. Can you send it tomorrow Therefore asked to go back …",Positive,TH,Ninja van
300,5,Good Job,Positive,TH,Ninja van
301,5,Send faster than I heard.,Neutral,TH,Ninja van
302,5,Be polite in both speech and verbs.,Neutral,TH,Ninja van
303,5,Good service. There is a call to inform before receiving the parcel and before sending the parcel every time. Very good staff. …,Positive,TH,Ninja van
304,5,"Fast delivery, good follow up call all the time while we work outside the delivery area, even after work at 17.30 ... Thank you and impressed with this service ใน …",Positive,TH,Ninja van
