,rating,Reviews
504,5.0, The staff are very attentive. Call back and ask the problem immediately. While also checking things …
508,5.0," Very good. The staff speaks well, has good manners.  "
510,3.0," Delivery trucks in this area are open-tail trucks. Goods with sun, rain are not appropriate. Should fix. …"
512,5.0, Good fast  
513,5.0," Okay, it's normal. There are good reception procedures. Like that sending emails to tell who gets Along with showing the signature of the person who received the item as well The product wrapping is also good. Overall …"
515,5.0," Good. The staff delivered the goods well and spoke politely. Carry the whole thing to deliver the car, haha. Send very fast. Good fast. Good. Keep doing good. Will be able to use the service again. Thank you. …"
517,4.0, Employees come to deliver the Ninja every time they encounter. It is polite and there is a call to notify before every delivery. But please criticize that this time the box is crumpled The product is not …
522,5.0," Good service, fast transportation  "
523,5.0," Fast, product delivery staff smiling, service impressed.  "
525,5.0," Fast delivery The staff called to inform to coordinate the reception, had good manners, spoke well. …"
527,5.0," Fast, spoken very well.  "
531,5.0," ""Good delivery Lovely staff Talk politely, good service. "" …"
532,5.0, Good service staff  
534,5.0, Ninja at Paetrew. Very good service. I like. Use the service many times and impress every time. …
537,5.0, The latest staff delivered very quickly.  
546,5.0, Send the Vimgos.  
549,5.0," Fast delivery, good order Improved packaging only  "
550,5.0, The delivery staff spoke politely. Samut Songkhram - Ratchaburi …
554,5.0, Well-mannered staff Call every time.  
555,5.0, Received goods very quickly. Staff are in good service. Polite. The product is not damaged. The product condition has been good all along. …
556,3.0, Should have a call to the customer before sending. It should be good. Maybe no one is pick up. …
557,5.0," The staff are generous, amazed.  "
558,5.0, Good service staff Fast product delivery as scheduled.  
561,5.0, Delivery of products on time. The package is ok Polite staff. Lovely. …
563,4.0, Try using the carrier for the first time. It's fast. Wait. Very long. The service to the customers is very good. …
564,5.0," ""The staff called in advance to inform them of the delivery. As for the manners and polite, polite, _ good speech _ very good service …"
566,5.0, Nice staff  
567,5.0, The transport was very good. The status improved yesterday. Today's goods. …
568,5.0," Received service from parcel delivery More than 1 visit of Ninja Logistics Co., Ltd. delivered to the front of the house The product received is in good condition. The service is considered fast. Polite Prudent to …"
571,5.0, Fast delivery staff  
572,4.0, Delivery is a little late. But the package is ok The message that came ... Is he confusing? Don't know what he is When calling to deliver Can speak politely …
578,5.0, Fast delivery  
579,5.0,Fast shipping.
581,5.0, Good service .. polite..but maybe a little late.  
586,4.0, The shop sent a little too late. Good service staff with phone calls. …
592,5.0, visit  
594,5.0," Transportation service ninja van very good service, delivery from Nonthaburi to Nakhon Ratchasima takes only 3 days 🌟🌟🌟🌟🌟 …"
601,5.0," Fast delivery, cheap service. I like it. The only loss. Some products don't have ninjas to serve. …"
602,3.0, Please expand the branch to Victory Monument. Heart of Bangkok …
606,1.0," From tracking the delivery status Must be received since yesterday Up to 11 am on delivery status Finally didn't see it coming. But at 7 pm, the status says ""The delivery is residential and unable to contact the …"
607,5.0, Good service. Fast transportation. Impressed.  
613,5.0, Delivered. Fast delivery. Actual delivery. The package is delivered very well. …
614,2.0, Delivered faster than before but it was thrown into the fence. Despite the terrible doorway to the parcel …
617,5.0,Good job
620,5.0, - Delivery vehicle suitable for delivery-การ - Staff ask before coming to deliver -🌈🌈 - Delivery on time -🦄🦄🦄 …
622,4.0, Staff are courteous and have to call to inform in advance before the parcel arrives. …
625,5.0, You called in advance to speak very politely.  
626,5.0," Like. Order on 22/6 at 19.58 hrs. The sender delivered the product to the Ninja 23/6 at 16.17 hrs. Received the item 24/6 at 11.01 hrs. The buyer and the sender are on. Bangkok is considered very fast. Before sending, …"
628,5.0," Notified in advance of delivery For the grandchild to receive, call first to ask if it's true, right? Very good service Even if taking the item in the store for too long …"
630,5.0, The service staff is very good. Call in advance Call again. The service is excellent. …
632,1.0," The system pushes to tell the delivery person even though the courier calls and adjusts himself, not impressed, no longer used, the system is very bad, pity on the delivery person, he is very good, polite. …"
634,5.0, Delivering a beautiful parcel box  
639,4.0, Good service..The product arrived faster than expected.  
643,5.0, Staff speak politely. Service is OK. 
644,5.0, Receive the goods as scheduled. Not slow. Staff polite and friendly. …
645,5.0, The service delivery is very good. There is a call to ask when it's convenient to receive the parcel too. …
648,2.0," Arrived at 9 o'clock in the morning. At that time, we just woke up May be a little silly Deliver the work. Look at Nihon. We asked the account number to transfer the package twice. Therefore not impressed Shent, pick …"
650,4.0, Keep calm  
653,5.0," Good, polite, fast  "
656,5.0, Delivered successfully  
658,5.0, Did not turn on the phone because it was a holiday. Staff called 11 lines. Thank you very much. And sorry …
661,5.0," What other people don't know, but for me, we were okay with Ninja Van from the first time I used the service. To date Because compared to other carriers in terms of service and speed of delivery, sometimes better than …"
662,5.0, Good. Speak well. I like it very much.  
664,5.0," Good service, fast delivery  "
668,5.0, Good service. Holiday still follows. Delivered to home.  
669,5.0, The delivery person called in advance that they would deliver the package early. Makes it possible to change when it's not convenient to receive at the address We would like to change the delivery location. Point out …
670,5.0, The delivery person called. Speak politely The product has no problem delivery. …
671,5.0, Great  
674,5.0, Good service. Call before asking. Staff speak good.  
677,5.0, Very good. Polite staff. Call before asking.  
679,5.0," Fast delivery, order on the 18th, late afternoon, on the 20th Received Very good service …"
680,5.0, Good. Fast delivery.  
681,5.0, Send it to the staff. Talk about it. 👍👍👍👍  
682,5.0, Correct product delivery Staff cares for work. Having a call to inquire first is considered very good. Thank you. …
684,4.0," After the shop in Shoppi reported that he had delivered the item to the Ninja Wait another 2-3 days to receive the item. No sooner, not too slow Broken one star because the box was slightly bothered. …"
685,5.0, The staff who sent said it because it was good. Polite and order like this always …
686,5.0,"First time with this company. I think it good, fast and polite' s service."
693,5.0, Very good service. The assistant named Por called to receive the item early. …
695,5.0, The delivery person called every time before sending the goods. Be courteous and polite …
696,5.0, Delivery is very fast. I like it very much.  
697,5.0," Friendly staff arrived and called in the bathroom, waiting to not fret. …"
699,5.0," Before sending, call in advance. Talk politely. Very fast delivery. The service is not disappointed. …"
700,5.0," Fast delivery Definitely faster than the orange one The delivery staff is very polite. Even if the rainy day is rain, your brother still comes to deliver the item, so give it your heart. As for other owners, if one …"
702,5.0, Transport very fast. Call before sending. Be polite. And the product is in a good condition …
711,5.0," Monday's order Wednesday afternoon, three received. At first, worried about getting things slowly But normally sent as per the standard 😸 …"
712,5.0, Call to inform in advance that the goods will be delivered so that they can prepare well. …
713,5.0, The product delivery staff is courteous and polite. Call to make an appointment in advance via me. …
714,5.0," Fast delivery Courier, good manners  "
717,4.0," The staff sent carefully. Call to notify the time and tell the payment amount throughout. But the car is not very familiar Why is this time a pickle? The last time, it was a van. I was confused. But never mind, the …"
718,5.0, K. Cute  
719,4.0," The staff are very nice. Tom came before sending. Delivered quickly. Other carriers do not call If not in the house, drop the belongings without notifying. …"
720,3.0, Considered fair  
726,5.0, Great  
729,4.0, Overall good  
730,5.0," The product is good. The service staff is very good. Call before sending every time. Speaking very polite, service is very good. …"
732,1.0," Sending very slowly, can't tell the contact number even though the given number is correct. Used the service 2 times, very much every time …"
734,5.0, Notice before delivery Check product Good delivery address details The product is in good condition. …
735,3.0," Should improve the transport staff Before sending the product, call to make an appointment to deliver the product. At one place, but on a holiday In another location, went out to be diligent, suggesting to drive the …"
738,1.0," Today received the product By found that the product was thrown over the fence High iron in the middle of the garage There are 14 cans, 12 dented foodstuffs. …"
739,1.0," Actually, you shouldn't get even a single star !!!  "
743,5.0," The staff spoke because Fast delivery, don't throw items. …"
744,4.0, Very good service staff  
746,1.0," No call notification before delivering packages Arrived at the front of the house and got stuck, then called The talk with the customer is very bad. Should train a new employee Can't do …"
749,5.0," In Lat Phrao area, fast delivery Never encountered a problem …"
757,1.0," SHNV374660746 SHNV905078197 Just as the product has not been received by the carrier, informed me that I was …"
758,5.0, Has been using Ninja Van services many times already No problem The staff were polite and good. The item was received in good condition. …
760,5.0, The service staff is very good.  
761,5.0, Receive products quickly. Good service.  
763,5.0," This delivery, received parcels in good condition and fast delivery. …"
764,5.0, For us to get things fast Employees send a call every time. …
769,5.0, Send trade instruction within the time limit. Call to inform and polite …
770,4.0," The package was delivered in good condition and sent quickly. But the delivery person didn't call to say before coming if not staying, waiting to receive. So bad. …"
771,5.0," Fast delivery, undamaged product  "
774,5.0, Shipping is fast. There is a call to inquire before arriving home in 1 minute. The staff is polite. …
779,5.0, Faster than anyone else. Superb.  
783,5.0, Fast delivery There is a product pack as well. The delivery man spoke politely. And there is a call to notify in advance Product quality has not been tried. …
784,5.0," Track packages easily via mobile, letting them know that packages When will it be delivered to your home? …"
785,5.0, good  
786,5.0, Come to send in the evening Good service staff  
791,5.0, The staff spoke politely.  
792,1.0," Very bad service. If possible, better delivery with other companies Too bad the shipping cost. Notified that the recipient cannot be delivered or delivered to the address, but there is no one. But I was always at home …"
793,5.0, The employees call the customer before delivery ...... can deliver the goods according to the appointment time. 5 stars ..... ****** …
794,2.0," Sucks, can't deliver to the front of the room I am at Baan Ua. My house is on the 5th floor. She didn't come up. Said that every company has never been raised. I argue, only you who didn't rise everyone …"
795,5.0,Fast delivery and cheap delivery fee
796,5.0," Delivered quickly. Good manners. Call for products to arrive. If not here, place it. Like it. Fighting! …"
798,5.0, Delivery very fast  
799,5.0, Received the item very fast.  
800,1.0," Thailand is bigger. Singapore, the country's owner. Therefore unable to access the demand for Thai people to order products in the shopee, wait a week Already got the numbers Not yet got any status status Folded, sent …"
801,5.0," Ok, delivery  "
802,5.0, The staff of the product delivery were well-mannered and polite. The company trained well. Great. …
812,5.0," Fast delivery. The staff spoke very well that there were no people to pick up the goods. Told me to go to send him again, which he is happy to serve us …"
815,5.0," Good service, friendly.  "
816,5.0, Excellent  
818,5.0, Today I must say that I received good service today. She is polite and has a good attitude at work. How to get a courier Everyone is like this Otherwise difficult …
822,1.0, I'm sick  
828,5.0," Quick. Plus, remember home. Call to tell first.  "
832,5.0, Very fast service  
834,5.0, Transit OK. Polite. Always call first.  
836,5.0, Fast delivery. Product is not damaged.  
838,5.0, Good service staff  
840,5.0, Send a lot faster. Very different from before.  
842,5.0, Fast delivery The tower is in a perfect condition.  
844,1.0," The delivery was very slow and the item returned itself, claiming that the address was not being confused many times with this company. …"
847,5.0, There is a call to notify the customer before delivering the item. Very good. …
853,5.0," Fast delivery, very good service.  "
859,5.0, Good service. Fast delivery. Finished product.  
860,5.0," Today, 5 June 63, the tribe's people sent the package early. At the house around Chinnakhet 1 and there is a call to inform in advance before sending. Speak politely. Okay, very much. …"
861,5.0, Fast delivery  
862,5.0, Good shipping Calls to recipients do not receive calls 
863,5.0," Before the item is delivered, the employee calls to ask. I like this transportation very much 🥰 …"
864,1.0," The delivery person spoke very poorly. If you don't have a service mind, go out and do other things. Not to hurl at …"
865,5.0," Good transportation, fast service The delivery person calls in advance. Be polite. …"
868,4.0, Fast  
869,5.0, Fast delivery. The product is 100% complete.  
870,2.0," Slow delivery. Take your convenience. Postpone the delivery date, not on time for the appointment. Appointment us at one o'clock in the afternoon Come and send us at five o'clock …"
871,5.0, Excellent service.  
872,5.0," Polite staff, accurate delivery  "
873,5.0, Delivering at the right place. Fast delivery. Good service. …
874,5.0, good  
884,5.0," Use Ninja Van 2 Once, still haven't encountered any problems. The driver is always informed. Today I didn't pick up my phone and sent a message saying that the parcel was already sent. So cute. …"
887,5.0," Delivering very quickly, like a ninja name.  "
888,5.0, Very good  
889,5.0, Nijja Chiang Rai The staff speak good manners.  
890,5.0," Fast delivery, good service The staff are polite.  "
891,4.0, Parcel arrived successfully.  
893,5.0," Send fast, have a call, alert very well  "
895,5.0, Like being okay  
898,5.0,Fast and cheap delivery service.
900,5.0," Good service, fast delivery, very pleasing  "
905,5.0, The staff speaks very well. The delivery is fast. No damage. …
907,5.0," For me, Ok.! Speaking communication service. Pleasing!  "
913,5.0," Delivery personnel, if being a regular carrier, will provide very good service. Come to send as usual There are not many problems with receiving products. …"
915,5.0," Delivered quickly, politely, with notifications  "
917,5.0," Delivery staff call before delivery Know the route, parcel, good package, good service …"
918,5.0, good service  
919,5.0, Deliver things quickly. Talk sweetly. Keep this service for a long time. …
921,5.0, Good. Say good.  
922,1.0, Terrible staff Delivery of the front of the house No need to wait for the item to be picked up. Despite running out to pick up immediately after hearing the buzzer 
923,3.0, Wait until the product has been designated date .. Until now it has not come to pass .. The transport staff have never called. …
925,5.0, Good. Fast delivery. Staff speak politely.  
928,5.0, Fast delivery and knowing the route. Reliable.  
929,5.0," The staff speak good, have good manners.  "
