,word,count,Sentiment,country
7551,yemen,2,Neutral,ID
7552,oblique,2,Neutral,ID
7553,freebies,2,Positive,ID
7554,ddi,2,Neutral,ID
7555,dtang,2,Neutral,ID
7556,met,2,Neutral,ID
7557,minfor,2,Neutral,ID
7558,mystery,2,Neutral,ID
7559,league,2,Neutral,ID
7560,yuhuuuu,2,Neutral,ID
7561,meuu,2,Neutral,ID
7562,statement,2,Neutral,ID
7563,responsesafe,2,Neutral,ID
7564,rips,2,Neutral,ID
7565,deliverystill,2,Neutral,ID
7566,rendem,2,Neutral,ID
7567,recycled,2,Neutral,ID
7568,mdh,2,Neutral,ID
7569,fs,2,Neutral,ID
7570,strongthe,2,Neutral,ID
7571,orderproducts,2,Neutral,ID
7572,descriptionsafe,2,Neutral,ID
7573,downloaded,2,Neutral,ID
7574,ftooo,2,Neutral,ID
7575,pricesonly,2,Neutral,ID
7576,idh,2,Neutral,ID
7577,kyaa,2,Neutral,ID
7578,kinda,2,Neutral,ID
7579,email,2,Neutral,ID
7580,wrapthanks,2,Neutral,ID
7581,acceleration,2,Neutral,ID
7582,cheapquality,2,Neutral,ID
7583,youwill,2,Neutral,ID
7584,okaycheap,2,Neutral,ID
7585,itstandard,2,Neutral,ID
7586,packagingalready,2,Neutral,ID
7587,pulkam,2,Neutral,ID
7588,yoo,2,Neutral,ID
7589,download,2,Neutral,ID
7590,apk,2,Neutral,ID
7591,map,2,Neutral,ID
7592,hererecommended,2,Neutral,ID
7593,warnany,2,Neutral,ID
7594,kasiiih,2,Neutral,ID
7595,mantaaappppp,2,Neutral,ID
7596,brokenthank,2,Neutral,ID
7597,lmen,2,Neutral,ID
7598,awat,2,Neutral,ID
7599,cuts,2,Negative,ID
7600,blurry,2,Negative,ID
7601,dtengg,2,Neutral,ID
7602,maaaciw,2,Neutral,ID
7603,gomawoo,2,Neutral,ID
7604,fastrespon,2,Neutral,ID
7605,packingsafe,2,Neutral,ID
7606,selleers,2,Neutral,ID
7607,bukam,2,Neutral,ID
7608,glosy,2,Neutral,ID
7609,whatsapp,2,Neutral,ID
7610,kssih,2,Neutral,ID
7611,krmah,2,Neutral,ID
7612,expirmation,2,Neutral,ID
7613,darang,2,Neutral,ID
7614,hue,2,Neutral,ID
7615,friendlypengewel,2,Neutral,ID
7616,national,2,Neutral,ID
7617,bbrpa,2,Neutral,ID
7618,landscape,2,Neutral,ID
7619,hihiii,2,Neutral,ID
7620,punn,2,Neutral,ID
7621,fastoverall,2,Neutral,ID
7622,orderquality,2,Neutral,ID
7623,brightness,2,Positive,ID
7624,resultsnot,2,Neutral,ID
7625,niceeee,2,Neutral,ID
7626,thankshhhhh,2,Neutral,ID
7627,deliveryaccordingly,2,Neutral,ID
7628,sgtt,2,Neutral,ID
7629,alllike,2,Neutral,ID
7630,glossyy,2,Neutral,ID
7631,tumbled,2,Neutral,ID
7632,rush,2,Neutral,ID
7633,lotk,2,Neutral,ID
7634,bride,2,Neutral,ID
7635,vows,2,Neutral,ID
7636,toonot,2,Neutral,ID
7637,hehhe,2,Neutral,ID
7638,bangeetttttttt,2,Neutral,ID
7639,pierced,2,Neutral,ID
7640,longeven,2,Neutral,ID
7641,likesnext,2,Neutral,ID
7642,deliverytp,2,Neutral,ID
7643,packingok,2,Neutral,ID
7644,agooverall,2,Neutral,ID
7645,pricealready,2,Neutral,ID
7646,gadikasih,2,Neutral,ID
7647,passing,2,Neutral,ID
7648,boskuh,2,Neutral,ID
7649,visor,2,Neutral,ID
7650,differentbut,2,Neutral,ID
7651,italhamdulillah,2,Neutral,ID
7652,defectthe,2,Neutral,ID
7653,dangerous,2,Negative,ID
7654,cuantik,2,Neutral,ID
7655,hundred,2,Neutral,ID
7656,padhl,2,Neutral,ID
7657,ike,2,Neutral,ID
7658,splashed,2,Neutral,ID
7659,pases,2,Neutral,ID
7660,serefom,2,Neutral,ID
7661,itcheap,2,Neutral,ID
7662,fastfrom,2,Neutral,ID
7663,testimony,2,Neutral,ID
7664,safelywell,2,Neutral,ID
7665,itwell,2,Neutral,ID
7666,fastwhen,2,Neutral,ID
7667,goooood,2,Neutral,ID
7668,cheapbisadijual,2,Neutral,ID
7669,selerrr,2,Neutral,ID
7670,bets,2,Neutral,ID
7671,zz,2,Neutral,ID
7672,lecett,2,Neutral,ID
7673,celler,2,Neutral,ID
7674,uneven,2,Neutral,ID
7675,prominent,2,Positive,ID
7676,damn,2,Negative,ID
7677,deliverylove,2,Neutral,ID
7678,club,2,Neutral,ID
7679,murcethank,2,Neutral,ID
7680,pkai,2,Neutral,ID
7681,stuffquality,2,Neutral,ID
7682,bangeeeettttt,2,Neutral,ID
7683,contacting,2,Neutral,ID
7684,goodsreal,2,Neutral,ID
7685,cevvatt,2,Neutral,ID
7686,deliverynothing,2,Neutral,ID
7687,terimakasihh,2,Neutral,ID
7688,makasiiiihhhh,2,Neutral,ID
7689,banyakkk,2,Neutral,ID
7690,baanget,2,Neutral,ID
7691,lumayannn,2,Neutral,ID
7692,drilling,2,Neutral,ID
7693,perforated,2,Neutral,ID
7694,longawaited,2,Neutral,ID
7695,packy,2,Neutral,ID
7696,couriergoods,2,Neutral,ID
7697,triedits,2,Neutral,ID
7698,memorized,2,Neutral,ID
7699,postponed,2,Negative,ID
7700,workjust,2,Neutral,ID
7701,matur,2,Neutral,ID
7702,meurir,2,Neutral,ID
7703,tmbah,2,Neutral,ID
7704,melon,2,Neutral,ID
7705,tightened,2,Neutral,ID
7706,domestic,2,Neutral,ID
7707,pulled,2,Neutral,ID
7708,drill,2,Neutral,ID
7709,sore,2,Negative,ID
7710,uuuuuu,2,Neutral,ID
7711,baranganya,2,Neutral,ID
7712,ied,2,Neutral,ID
7713,fastrecovery,2,Neutral,ID
7714,shopeemksh,2,Neutral,ID
7715,college,2,Neutral,ID
7716,herecheap,2,Neutral,ID
7717,guarantees,2,Neutral,ID
7718,aspect,2,Neutral,ID
7719,orderalready,2,Neutral,ID
7720,programs,2,Neutral,ID
7721,umama,2,Neutral,ID
7722,disappointedthank,2,Neutral,ID
7723,ciput,2,Neutral,ID
7724,againmaintain,2,Neutral,ID
7725,okudh,2,Neutral,ID
7726,cheapi,2,Neutral,ID
7727,words,2,Neutral,ID
7728,courierand,2,Neutral,ID
7729,wrnnya,2,Neutral,ID
7730,ordersuper,2,Neutral,ID
7731,baagaguss,2,Neutral,ID
7732,cepaaattttttttttttttttttt,2,Neutral,ID
7733,slalluuuuuuu,2,Neutral,ID
7734,shopeekurir,2,Neutral,ID
7735,nerawangpackaging,2,Neutral,ID
7736,wkwkbut,2,Neutral,ID
7737,thickfast,2,Neutral,ID
7738,mantuuul,2,Neutral,ID
7739,toookay,2,Neutral,ID
7740,veilthe,2,Neutral,ID
7741,flashed,2,Neutral,ID
7742,godthank,2,Neutral,ID
7743,scarf,2,Neutral,ID
7744,wahhhhh,2,Neutral,ID
7745,packageaccording,2,Neutral,ID
7746,oskara,2,Neutral,ID
7747,stands,2,Neutral,ID
7748,kka,2,Neutral,ID
7749,warn,2,Negative,ID
7750,qualite,2,Neutral,ID
7751,soo,2,Neutral,ID
7752,tebelalright,2,Neutral,ID
7753,ehehehe,2,Neutral,ID
7754,itwill,2,Neutral,ID
7755,mna,2,Neutral,ID
7756,lasercut,2,Neutral,ID
7757,manafff,2,Neutral,ID
7758,mengikil,2,Neutral,ID
7759,uniforms,2,Neutral,ID
7760,alkhamdulillah,2,Neutral,ID
7761,mkash,2,Neutral,ID
7762,neather,2,Neutral,ID
7763,stitchfast,2,Neutral,ID
7764,dozen,2,Neutral,ID
7765,insufficient,2,Neutral,ID
7766,lotthe,2,Neutral,ID
7767,responsefast,2,Neutral,ID
7768,daytop,2,Neutral,ID
7769,recently,2,Neutral,ID
7770,kkkkkkkkk,2,Neutral,ID
7771,sukaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,2,Neutral,ID
7772,consumersmantaaaaaaap,2,Neutral,ID
7773,yess,2,Neutral,ID
7774,amiiiin,2,Neutral,ID
7775,nb,2,Neutral,ID
7776,itthx,2,Neutral,ID
7777,untily,2,Neutral,ID
7778,manners,2,Neutral,ID
7779,popular,2,Positive,ID
7780,nicethanks,2,Neutral,ID
7781,realpeact,2,Neutral,ID
7782,orderfriendly,2,Neutral,ID
7783,arrivedalways,2,Neutral,ID
7784,subscriptionthx,2,Neutral,ID
7785,bngkus,2,Neutral,ID
7786,fastttttttttt,2,Neutral,ID
7787,casback,2,Neutral,ID
7788,nyampethanks,2,Neutral,ID
7789,inshallah,2,Neutral,ID
7790,packingeven,2,Neutral,ID
7791,smoothed,2,Neutral,ID
7792,luamaaaa,2,Neutral,ID
7793,descriptiongood,2,Neutral,ID
7794,sellerand,2,Neutral,ID
7795,shooter,2,Neutral,ID
7796,pricesrecommended,2,Neutral,ID
7797,paperbut,2,Neutral,ID
7798,packingits,2,Neutral,ID
7799,presence,2,Neutral,ID
7800,satisfyingfast,2,Neutral,ID
7801,responsealways,2,Neutral,ID
7802,shoponly,2,Neutral,ID
7803,orderedneat,2,Neutral,ID
7804,markotope,2,Neutral,ID
7805,lhamdulillah,2,Neutral,ID
7806,field,2,Neutral,ID
7807,hehepackaging,2,Neutral,ID
7808,laaah,2,Neutral,ID
7809,oldaaaaa,2,Neutral,ID
7810,okalways,2,Neutral,ID
7811,martokotop,2,Neutral,ID
7812,tissuenya,2,Neutral,ID
7813,harganua,2,Neutral,ID
7814,butek,2,Neutral,ID
7815,oktkk,2,Neutral,ID
7816,gandossss,2,Neutral,ID
7817,successfulthanks,2,Neutral,ID
7818,processthe,2,Neutral,ID
7819,bossqu,2,Neutral,ID
7820,deliveryorders,2,Neutral,ID
7821,orderedthanks,2,Neutral,ID
7822,pricesthanks,2,Neutral,ID
7823,oldaaaaaaa,2,Neutral,ID
7824,mantappppppppp,2,Neutral,ID
7825,quorderthx,2,Neutral,ID
7826,packagin,2,Neutral,ID
7827,suitablesdh,2,Neutral,ID
7828,preach,2,Neutral,ID
7829,safebasically,2,Neutral,ID
7830,dcba,2,Neutral,ID
7831,berkah,2,Neutral,ID
7832,disappy,2,Neutral,ID
7833,thbest,2,Neutral,ID
7834,roses,2,Neutral,ID
7835,bublle,2,Neutral,ID
7836,peell,2,Neutral,ID
7837,fastwill,2,Neutral,ID
7838,agus,2,Neutral,ID
7839,thu,2,Neutral,ID
7840,conditionall,2,Neutral,ID
7841,eyeliner,2,Neutral,ID
7842,madam,2,Neutral,ID
7843,ingredientsthank,2,Neutral,ID
7844,defectsvery,2,Neutral,ID
7845,responserecommendations,2,Neutral,ID
7846,sellerny,2,Neutral,ID
7847,speedsafe,2,Neutral,ID
7848,yauda,2,Neutral,ID
7849,somewhere,2,Neutral,ID
7850,warning,2,Negative,ID
7851,warb,2,Neutral,ID
7852,stingybut,2,Neutral,ID
7853,arrivedsafe,2,Neutral,ID
7854,bonusthank,2,Neutral,ID
7855,sellermakasi,2,Neutral,ID
7856,shopthx,2,Neutral,ID
7857,smpek,2,Neutral,ID
7858,experiment,2,Neutral,ID
7859,nyamn,2,Neutral,ID
7860,askaaaa,2,Neutral,ID
7861,imagethank,2,Neutral,ID
7862,maskthank,2,Neutral,ID
7863,akuhh,2,Neutral,ID
7864,youngest,2,Neutral,ID
7865,shopsafe,2,Neutral,ID
7866,makasihhhhhhh,2,Neutral,ID
7867,deliveryitem,2,Neutral,ID
7868,hereanyway,2,Neutral,ID
7869,serum,2,Neutral,ID
7870,shippinglike,2,Neutral,ID
7871,bonusnya,2,Neutral,ID
7872,allhopefully,2,Neutral,ID
7873,safepackaging,2,Neutral,ID
7874,naisss,2,Neutral,ID
7875,fastcool,2,Neutral,ID
7876,tragedy,2,Negative,ID
7877,emmm,2,Neutral,ID
7878,conditionalready,2,Neutral,ID
7879,responsivefor,2,Neutral,ID
7880,huaweis,2,Neutral,ID
7881,servicesexcellent,2,Neutral,ID
7882,descriptionhopefully,2,Neutral,ID
7883,nyari,2,Neutral,ID
7884,truly,2,Positive,ID
7885,deal,2,Neutral,ID
7886,watchface,2,Neutral,ID
7887,properlyhopefully,2,Neutral,ID
7888,sicatik,2,Neutral,ID
7889,weekbut,2,Neutral,ID
7890,protected,2,Positive,ID
7891,durablein,2,Neutral,ID
7892,sensor,2,Neutral,ID
7893,varied,2,Neutral,ID
7894,durablepacking,2,Neutral,ID
7895,expectationsmaybe,2,Neutral,ID
7896,midnight,2,Neutral,ID
7897,units,2,Neutral,ID
7898,waaa,2,Neutral,ID
7899,hapenya,2,Neutral,ID
7900,tumbten,2,Neutral,ID
7901,ngincer,2,Neutral,ID
7902,activation,2,Neutral,ID
7903,durably,2,Neutral,ID
7904,ngeselin,2,Neutral,ID
7905,lamaaa,2,Neutral,ID
7906,diorder,2,Neutral,ID
7907,cooler,2,Neutral,ID
7908,monitor,2,Neutral,ID
7909,gooditem,2,Neutral,ID
7910,listen,2,Neutral,ID
7911,reviewsthanks,2,Neutral,ID
7912,dayits,2,Neutral,ID
7913,fastalready,2,Neutral,ID
7914,wkkwkwk,2,Neutral,ID
7915,bi,2,Neutral,ID
7916,sakura,2,Neutral,ID
7917,existence,2,Neutral,ID
7918,deliveryokee,2,Neutral,ID
7919,estimatesthank,2,Neutral,ID
7920,maksh,2,Neutral,ID
7921,specifiedthank,2,Neutral,ID
7922,positive,2,Positive,ID
7923,pills,2,Neutral,ID
7924,bubus,2,Neutral,ID
7925,djiwa,2,Neutral,ID
7926,kissed,2,Positive,ID
7927,directlybut,2,Neutral,ID
7928,oximeter,2,Neutral,ID
7929,recipient,2,Neutral,ID
7930,mantaaaapppp,2,Neutral,ID
7931,fake,2,Negative,ID
7932,goodspackaging,2,Neutral,ID
7933,prngasan,2,Neutral,ID
7934,bite,2,Neutral,ID
7935,mice,2,Neutral,ID
7936,seasoned,2,Neutral,ID
7937,warriors,2,Neutral,ID
7938,deliciousjust,2,Neutral,ID
7939,dominant,2,Neutral,ID
7940,pean,2,Neutral,ID
7941,kuy,2,Neutral,ID
7942,teak,2,Neutral,ID
7943,arrivedall,2,Neutral,ID
7944,katena,2,Neutral,ID
7945,krispi,2,Neutral,ID
7946,snacksthank,2,Neutral,ID
7947,dann,2,Neutral,ID
7948,krasa,2,Neutral,ID
7949,goodoften,2,Neutral,ID
7950,duss,2,Neutral,ID
7951,sakkk,2,Neutral,ID
7952,fairy,2,Neutral,ID
7953,resold,2,Neutral,ID
7954,sellerthankyou,2,Neutral,ID
7955,crumpled,2,Neutral,ID
7956,clayed,2,Neutral,ID
7957,toothis,2,Neutral,ID
7958,shopit,2,Neutral,ID
7959,bangetss,2,Neutral,ID
7960,pokonyan,2,Neutral,ID
7961,timeits,2,Neutral,ID
7962,drakor,2,Neutral,ID
7963,nemenin,2,Neutral,ID
7964,shireless,2,Neutral,ID
7965,bangetttthank,2,Neutral,ID
7966,bgg,2,Neutral,ID
7967,nagihh,2,Neutral,ID
7968,krenyes,2,Neutral,ID
7969,property,2,Neutral,ID
7970,movies,2,Neutral,ID
7971,bange,2,Neutral,ID
7972,document,2,Neutral,ID
7973,fastbaguuuss,2,Neutral,ID
7974,bagthank,2,Neutral,ID
7975,makacih,2,Neutral,ID
7976,friendlyalready,2,Neutral,ID
7977,secli,2,Neutral,ID
7978,recomented,2,Neutral,ID
7979,bu,2,Neutral,ID
7980,internet,2,Neutral,ID
7981,productneat,2,Neutral,ID
7982,mittu,2,Neutral,ID
7983,cheaperthank,2,Neutral,ID
7984,brp,2,Neutral,ID
7985,hhhhh,2,Neutral,ID
7986,yaaaaaaaaa,2,Neutral,ID
7987,packingudh,2,Neutral,ID
7988,hrgaa,2,Neutral,ID
7989,interpreted,2,Neutral,ID
7990,goodsoft,2,Neutral,ID
7991,fragrancethe,2,Neutral,ID
7992,haru,2,Neutral,ID
7993,cepttt,2,Neutral,ID
7994,shooee,2,Neutral,ID
7995,packagesuper,2,Neutral,ID
7996,muraaaahhhhh,2,Neutral,ID
7997,okyg,2,Neutral,ID
7998,lilies,2,Neutral,ID
7999,ups,2,Neutral,ID
8000,belu,2,Neutral,ID
8001,kilattttt,2,Neutral,ID
8002,ind,2,Neutral,ID
8003,sagat,2,Neutral,ID
8004,cheers,2,Positive,ID
8005,vanila,2,Neutral,ID
8006,videoin,2,Neutral,ID
8007,subscriptiongood,2,Neutral,ID
8008,departed,2,Neutral,ID
8009,shippingoverall,2,Neutral,ID
8010,crampe,2,Neutral,ID
8011,wrongbut,2,Neutral,ID
8012,rubbers,2,Neutral,ID
8013,fastmantappp,2,Neutral,ID
8014,psanan,2,Neutral,ID
8015,packasing,2,Neutral,ID
8016,booms,2,Neutral,ID
8017,storehopefully,2,Neutral,ID
8018,goodbagus,2,Neutral,ID
8019,sangay,2,Neutral,ID
8020,lunch,2,Neutral,ID
8021,bond,2,Neutral,ID
8022,pigtails,2,Neutral,ID
8023,storeand,2,Neutral,ID
8024,fastmksh,2,Neutral,ID
8025,realpickya,2,Neutral,ID
8026,stretchy,2,Neutral,ID
8027,speedresponse,2,Neutral,ID
8028,craft,2,Neutral,ID
8029,hariini,2,Neutral,ID
8030,lagganan,2,Neutral,ID
8031,mumerrr,2,Neutral,ID
8032,diplastic,2,Neutral,ID
8033,destinationthank,2,Neutral,ID
8034,laaaaa,2,Neutral,ID
8035,khairan,2,Neutral,ID
8036,syukaa,2,Neutral,ID
8037,gi,2,Neutral,ID
8038,bgaus,2,Neutral,ID
8039,ska,2,Neutral,ID
8040,neks,2,Neutral,ID
8041,responsekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2,Neutral,ID
8042,originalllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,2,Neutral,ID
8043,looksthe,2,Neutral,ID
8044,sumpa,2,Neutral,ID
8045,thee,2,Neutral,ID
8046,uwuuu,2,Neutral,ID
8047,ws,2,Neutral,ID
8048,iku,2,Neutral,ID
8049,resemblance,2,Neutral,ID
8050,daysthanks,2,Neutral,ID
8051,subsidiary,2,Neutral,ID
8052,viral,2,Neutral,ID
8053,pom,2,Neutral,ID
8054,tasaaa,2,Neutral,ID
8055,category,2,Neutral,ID
8056,ptshopee,2,Neutral,ID
8057,offseninsaturday,2,Neutral,ID
8058,tote,2,Neutral,ID
8059,originalll,2,Neutral,ID
8060,jugakkk,2,Neutral,ID
8061,againrecommendation,2,Neutral,ID
8062,picti,2,Neutral,ID
8063,occasionally,2,Neutral,ID
8064,tightly,2,Neutral,ID
8065,gathered,2,Neutral,ID
8066,pricelikes,2,Neutral,ID
8067,restockmakasiihhh,2,Neutral,ID
8068,morymonys,2,Neutral,ID
8069,labelknaknya,2,Neutral,ID
8070,bundd,2,Neutral,ID
8071,quote,2,Neutral,ID
8072,naa,2,Neutral,ID
8073,cepa,2,Neutral,ID
8074,ontime,2,Neutral,ID
8075,fasttttttttttttttt,2,Neutral,ID
8076,sysa,2,Neutral,ID
8077,barabg,2,Neutral,ID
8078,pompom,2,Neutral,ID
8079,toska,2,Neutral,ID
8080,overloadthank,2,Neutral,ID
8081,dressed,2,Neutral,ID
8082,realpictthere,2,Neutral,ID
8083,fingers,2,Neutral,ID
8084,plans,2,Neutral,ID
8085,ita,2,Neutral,ID
8086,looh,2,Neutral,ID
8087,hardware,2,Neutral,ID
8088,squeezed,2,Neutral,ID
8089,shippingokay,2,Neutral,ID
8090,courierokay,2,Neutral,ID
8091,heard,2,Neutral,ID
8092,iy,2,Neutral,ID
8093,couriertq,2,Neutral,ID
8094,hobbies,2,Neutral,ID
8095,ideal,2,Positive,ID
8096,tenderits,2,Neutral,ID
8097,alhamdulillahirobbilalamin,2,Neutral,ID
8098,promothank,2,Neutral,ID
8099,shippingover,2,Neutral,ID
8100,marks,2,Neutral,ID
8101,thinkyou,2,Neutral,ID
8102,matnya,2,Neutral,ID
8103,itemseven,2,Neutral,ID
8104,usethanks,2,Neutral,ID
8105,pengrmasan,2,Neutral,ID
8106,bgttttthe,2,Neutral,ID
8107,foamthank,2,Neutral,ID
8108,fastcolor,2,Neutral,ID
8109,matrasny,2,Neutral,ID
8110,binder,2,Neutral,ID
8111,deliveryfor,2,Neutral,ID
8112,itin,2,Neutral,ID
8113,thisthank,2,Neutral,ID
8114,succeeded,2,Positive,ID
8115,net,2,Neutral,ID
8116,kurleb,2,Neutral,ID
8117,expetion,2,Neutral,ID
8118,rewarded,2,Positive,ID
8119,heremakasi,2,Neutral,ID
8120,deliveryyes,2,Neutral,ID
8121,dalemnya,2,Neutral,ID
8122,congkel,2,Neutral,ID
8123,storethis,2,Neutral,ID
8124,ehhehehe,2,Neutral,ID
8125,yay,2,Positive,ID
8126,strokes,2,Neutral,ID
8127,slipperyand,2,Neutral,ID
8128,elbow,2,Neutral,ID
8129,push,2,Neutral,ID
8130,discountsthank,2,Neutral,ID
8131,trustope,2,Neutral,ID
8132,makasiihhh,2,Neutral,ID
8133,papua,2,Neutral,ID
8134,mataaaaaa,2,Neutral,ID
8135,touch,2,Neutral,ID
8136,itembut,2,Neutral,ID
8137,matterthe,2,Neutral,ID
8138,kmn,2,Neutral,ID
8139,curve,2,Neutral,ID
8140,mantaaaaapp,2,Neutral,ID
8141,everythingthank,2,Neutral,ID
8142,jatim,2,Neutral,ID
8143,fastpokonya,2,Neutral,ID
8144,yougoods,2,Neutral,ID
8145,wrinkles,2,Neutral,ID
8146,accordinglyshipping,2,Neutral,ID
8147,complies,2,Neutral,ID
8148,gilssss,2,Neutral,ID
8149,indentation,2,Neutral,ID
8150,mantapsssss,2,Neutral,ID
8151,jadii,2,Neutral,ID
8152,shippingpesen,2,Neutral,ID
8153,fasttttttttt,2,Neutral,ID
8154,descriptionits,2,Neutral,ID
8155,tile,2,Neutral,ID
8156,valid,2,Neutral,ID
8157,coksu,2,Neutral,ID
8158,tpp,2,Neutral,ID
8159,oscara,2,Neutral,ID
8160,beautifulkkk,2,Neutral,ID
8161,lhooo,2,Neutral,ID
8162,sloping,2,Neutral,ID
8163,walopun,2,Neutral,ID
8164,orderas,2,Neutral,ID
8165,tag,2,Neutral,ID
8166,deler,2,Neutral,ID
8167,fastsukaaaaa,2,Neutral,ID
8168,okkkkkkkkkkkkkkk,2,Neutral,ID
8169,duhhhh,2,Neutral,ID
8170,chack,2,Neutral,ID
8171,ngcelameirnya,2,Neutral,ID
8172,greeting,2,Positive,ID
8173,sssssssssssssssss,2,Neutral,ID
8174,shopeesuccess,2,Neutral,ID
8175,tman,2,Neutral,ID
8176,niceee,2,Neutral,ID
8177,rakani,2,Neutral,ID
8178,pren,2,Neutral,ID
8179,oaths,2,Neutral,ID
8180,wearthank,2,Neutral,ID
8181,subscriptionpacking,2,Neutral,ID
8182,pricemay,2,Neutral,ID
8183,consumersthank,2,Neutral,ID
8184,sisnext,2,Neutral,ID
8185,anywaythe,2,Neutral,ID
8186,produck,2,Neutral,ID
8187,minnnn,2,Neutral,ID
8188,kab,2,Neutral,ID
8189,lhoooo,2,Neutral,ID
8190,snow,2,Neutral,ID
8191,screaming,2,Negative,ID
8192,napiiiiiiiii,2,Neutral,ID
8193,qualitys,2,Neutral,ID
8194,waahhhh,2,Neutral,ID
8195,macasie,2,Neutral,ID
8196,goodwill,2,Neutral,ID
8197,thanksyou,2,Neutral,ID
8198,nyenyak,2,Neutral,ID
8199,likeaaakk,2,Neutral,ID
8200,amiiin,2,Neutral,ID
8201,bandungbekasi,2,Neutral,ID
8202,digi,2,Neutral,ID
8203,cempes,2,Neutral,ID
8204,ribet,2,Neutral,ID
8205,sole,2,Neutral,ID
8206,wlopun,2,Neutral,ID
8207,puk,2,Neutral,ID
8208,likehopefully,2,Neutral,ID
8209,loc,2,Neutral,ID
8210,toofrom,2,Neutral,ID
8211,mantity,2,Neutral,ID
8212,mureh,2,Neutral,ID
8213,empuukk,2,Neutral,ID
8214,baguuuuss,2,Neutral,ID
8215,google,2,Neutral,ID
8216,gegara,2,Neutral,ID
8217,deliverymas,2,Neutral,ID
8218,ciamis,2,Neutral,ID
8219,dizziness,2,Neutral,ID
8220,titled,2,Neutral,ID
8221,du,2,Neutral,ID
8222,neatlythe,2,Neutral,ID
8223,peoplei,2,Neutral,ID
8224,causes,2,Neutral,ID
8225,foaming,2,Neutral,ID
8226,sleepy,2,Neutral,ID
8227,discont,2,Neutral,ID
8228,gresik,2,Neutral,ID
8229,journey,2,Neutral,ID
8230,woused,2,Neutral,ID
8231,bneran,2,Neutral,ID
8232,incisor,2,Neutral,ID
8233,jgthank,2,Neutral,ID
8234,madiun,2,Neutral,ID
8235,kdua,2,Neutral,ID
8236,scissors,2,Neutral,ID
8237,develops,2,Neutral,ID
8238,torni,2,Neutral,ID
8239,okayquality,2,Neutral,ID
8240,bot,2,Neutral,ID
8241,mg,2,Neutral,ID
8242,unfriendly,2,Negative,ID
8243,bkin,2,Neutral,ID
8244,yukkk,2,Neutral,ID
8245,jul,2,Neutral,ID
8246,waitingthe,2,Neutral,ID
8247,innovative,2,Positive,ID
8248,radada,2,Neutral,ID
8249,unexpectedly,2,Neutral,ID
8250,sothe,2,Neutral,ID
8251,thanksssssss,2,Neutral,ID
8252,heheheheh,2,Neutral,ID
8253,filed,2,Neutral,ID
8254,emotion,2,Neutral,ID
8255,accordinglybut,2,Neutral,ID
8256,sheep,2,Neutral,ID
8257,toop,2,Neutral,ID
8258,blesses,2,Positive,ID
8259,rijeks,2,Neutral,ID
8260,dabestt,2,Neutral,ID
8261,bgtshipping,2,Neutral,ID
8262,heller,2,Neutral,ID
8263,nuker,2,Neutral,ID
8264,weekthank,2,Neutral,ID
8265,durableunfortunately,2,Neutral,ID
8266,struggle,2,Negative,ID
8267,stt,2,Neutral,ID
8268,spaylater,2,Neutral,ID
8269,expressed,2,Neutral,ID
8270,kt,2,Neutral,ID
8271,vidiao,2,Neutral,ID
8272,bgttttttttttpemasan,2,Neutral,ID
8273,pollllllllllllllllllllllltop,2,Neutral,ID
8274,sinking,2,Neutral,ID
8275,bojongloa,2,Neutral,ID
8276,safelygoods,2,Neutral,ID
8277,probolinggo,2,Neutral,ID
8278,couriersthanks,2,Neutral,ID
8279,arriveddont,2,Neutral,ID
8280,flatter,2,Positive,ID
8281,housethanks,2,Neutral,ID
8282,specifically,2,Neutral,ID
8283,flatten,2,Neutral,ID
8284,mendem,2,Neutral,ID
8285,bagoss,2,Neutral,ID
8286,okkeee,2,Neutral,ID
8287,mattressthe,2,Neutral,ID
8288,footage,2,Neutral,ID
8289,jgthe,2,Neutral,ID
8290,reel,2,Neutral,ID
8291,garut,2,Neutral,ID
8292,dongs,2,Neutral,ID
8293,servicesthank,2,Neutral,ID
8294,allow,2,Positive,ID
8295,punished,2,Negative,ID
8296,atmosphere,2,Neutral,ID
8297,alfitr,2,Neutral,ID
8298,mnrt,2,Neutral,ID
8299,mhn,2,Neutral,ID
8300,nda,2,Neutral,ID
8301,balesin,2,Neutral,ID
8302,sekalee,2,Neutral,ID
8303,springing,2,Neutral,ID
8304,inthe,2,Neutral,ID
8305,kurirnyah,2,Neutral,ID
8306,conceived,2,Neutral,ID
8307,compatibility,2,Neutral,ID
8308,bangget,2,Neutral,ID
8309,minimal,2,Neutral,ID
8310,hhi,2,Neutral,ID
8311,senders,2,Neutral,ID
8312,syuukkkaaa,2,Neutral,ID
8313,developedthank,2,Neutral,ID
8314,okgoods,2,Neutral,ID
8315,durablekurir,2,Neutral,ID
8316,sumedang,2,Neutral,ID
8317,kuriraaa,2,Neutral,ID
8318,hereie,2,Neutral,ID
8319,kiyowo,2,Neutral,ID
8320,kayany,2,Neutral,ID
8321,hehhee,2,Neutral,ID
8322,yok,2,Neutral,ID
8323,unyu,2,Neutral,ID
8324,bunch,2,Neutral,ID
