,index,rating,caption,middle,reviews
101,144,1.0,"(Translated by Google) I thought that Pos Indonesia was the slowest, in fact Shopee Express was much, much, much slower …"," I thought that Pos Indonesia was the slowest, in fact Shopee Express was much, much, much slower …"," I thought that Pos Indonesia was the slowest, in fact Shopee Express was much, much, much slower …"
102,145,1.0,(Translated by Google) why is this fellow Surabaya so long ???  (Original) …, why is this fellow Surabaya so long ???  (Original, why is this fellow Surabaya so long ???  
103,146,1.0,"(Translated by Google) ID017022407653 The item has not been received, but it has been received, there is evidence of TT but it is fake …"," ID017022407653 The item has not been received, but it has been received, there is evidence of TT but it is fake …"," ID017022407653 The item has not been received, but it has been received, there is evidence of TT but it is fake …"
104,147,1.0,(Translated by Google) Very disappointed looo using this delivery ... Suiii nemennnnnnn Fellow surabayaaa lo padahalll ... …, Very disappointed looo using this delivery ... Suiii nemennnnnnn Fellow surabayaaa lo padahalll ... …, Very disappointed looo using this delivery ... Suiii nemennnnnnn Fellow surabayaaa lo padahalll ... …
105,148,1.0,(Translated by Google) Eu92herueru3uroy9ud9je0ir0uu9hio ● ︿ ● ╯﹏╰ ● ︿ ● ￣he￣ ● ︿ ●● ︿ ● (╯_╰) ‘︿’ …, Eu92herueru3uroy9ud9je0ir0uu9hio ● ︿ ● ╯﹏╰ ● ︿ ● ￣he￣ ● ︿ ●● ︿ ● (╯_╰, Eu92herueru3uroy9ud9je0ir0uu9hio ● ︿ ● ╯﹏╰ ● ︿ ● ￣he￣ ● ︿ ●● ︿ ● 
106,149,1.0,"(Translated by Google) The worst expedition I have ever used. I am very disappointed, if I can't make an expedition, it's better not to make an expedition. Instead of worsening the name Shopee itself ... if you just leave it to the next …"," The worst expedition I have ever used. I am very disappointed, if I can't make an expedition, it's better not to make an expedition. Instead of worsening the name Shopee itself ... if you just leave it to the next …"," The worst expedition I have ever used. I am very disappointed, if I can't make an expedition, it's better not to make an expedition. Instead of worsening the name Shopee itself ... if you just leave it to the next …"
107,150,1.0,"(Translated by Google) Expeditions are slow, usually from Surabaya / Sidoarjo to Jombang, only 1 day, max 2 days, how come it's really slow to arrive 4 days, it's not recommended even though it's free shipping, it's better to choose jn * / …"," Expeditions are slow, usually from Surabaya / Sidoarjo to Jombang, only 1 day, max 2 days, how come it's really slow to arrive 4 days, it's not recommended even though it's free shipping, it's better to choose jn * / …"," Expeditions are slow, usually from Surabaya / Sidoarjo to Jombang, only 1 day, max 2 days, how come it's really slow to arrive 4 days, it's not recommended even though it's free shipping, it's better to choose jn * / …"
108,151,1.0,"(Translated by Google) what is this expedition? Cook to send from Surabaya to Madiun which usually takes another expedition for only one day, it's been 3 days and still just going around in Surabaya. …"," what is this expedition? Cook to send from Surabaya to Madiun which usually takes another expedition for only one day, it's been 3 days and still just going around in Surabaya. …"," what is this expedition? Cook to send from Surabaya to Madiun which usually takes another expedition for only one day, it's been 3 days and still just going around in Surabaya. …"
109,152,1.0,"(Translated by Google) Tracking in the goods application until it is received by street vendors at 00.51 WIB, while in the shopee application the goods are received by street vendors at 14.00 WIB. And in fact it has been more than 2 days …"," Tracking in the goods application until it is received by street vendors at 00.51 WIB, while in the shopee application the goods are received by street vendors at 14.00 WIB. And in fact it has been more than 2 days …"," Tracking in the goods application until it is received by street vendors at 00.51 WIB, while in the shopee application the goods are received by street vendors at 14.00 WIB. And in fact it has been more than 2 days …"
110,153,1.0,(Translated by Google) Long delivery  (Original) Pengiriman lama, Long delivery  (Original, Long delivery  
111,154,3.0,(Translated by Google) Shopee express didn't deliver the right thing  (Original) …, Shopee express didn't deliver the right thing  (Original, Shopee express didn't deliver the right thing  
112,155,1.0,(Translated by Google) shopeee is increasingly unclear to move to another marketplace …, shopeee is increasingly unclear to move to another marketplace …, shopeee is increasingly unclear to move to another marketplace …
113,157,1.0,(Translated by Google) He said the opening week was closed  (Original) …, He said the opening week was closed  (Original, He said the opening week was closed  
114,160,1.0,(Translated by Google) Old glass. Just close the expedition like this. Garbage. Don't dare to be given a phone number in the description. It doesn't look right. …, Old glass. Just close the expedition like this. Garbage. Don't dare to be given a phone number in the description. It doesn't look right. …, Old glass. Just close the expedition like this. Garbage. Don't dare to be given a phone number in the description. It doesn't look right. …
115,161,5.0,(Translated by Google) The fastest expedition in the afternoon sends the morning to the rungkut area …, The fastest expedition in the afternoon sends the morning to the rungkut area …, The fastest expedition in the afternoon sends the morning to the rungkut area …
116,162,5.0,Nice Work Space,,Nice Work Space
117,163,1.0,"(Translated by Google) It's been a long time to come. Buy 2 items in different locations, the other one is Bandung ... Uh, it came earlier than Badung ... Even though I was on my own. …"," It's been a long time to come. Buy 2 items in different locations, the other one is Bandung ... Uh, it came earlier than Badung ... Even though I was on my own. …"," It's been a long time to come. Buy 2 items in different locations, the other one is Bandung ... Uh, it came earlier than Badung ... Even though I was on my own. …"
118,164,1.0,"(Translated by Google) I already know there are many complaints but they are not fixed immediately. Duh, for people who want to use this expedition, it's better. Trust me, Shopee Express is a very bad service in the expedition world! …"," I already know there are many complaints but they are not fixed immediately. Duh, for people who want to use this expedition, it's better. Trust me, Shopee Express is a very bad service in the expedition world! …"," I already know there are many complaints but they are not fixed immediately. Duh, for people who want to use this expedition, it's better. Trust me, Shopee Express is a very bad service in the expedition world! …"
119,165,1.0,"(Translated by Google) I already signed the contract, he said in the hub again, apparently there was no news …"," I already signed the contract, he said in the hub again, apparently there was no news …"," I already signed the contract, he said in the hub again, apparently there was no news …"
120,169,1.0,(Translated by Google) long  (Original) lama, long  (Original, long  
121,171,1.0,"(Translated by Google) It's bad, the item hasn't been received but the status has been received. …"," It's bad, the item hasn't been received but the status has been received. …"," It's bad, the item hasn't been received but the status has been received. …"
122,172,2.0,"(Translated by Google) Wow, where's my package soooo I have received a notification, but I haven't received it at all ... …"," Wow, where's my package soooo I have received a notification, but I haven't received it at all ... …"," Wow, where's my package soooo I have received a notification, but I haven't received it at all ... …"
123,173,1.0,(Translated by Google) The items are stored first for a week so they can spawn  (Original) …, The items are stored first for a week so they can spawn  (Original, The items are stored first for a week so they can spawn  
124,175,4.0,(Translated by Google) I like it  The problem is the free shipping is not bad if the delivery problem is the …, I like it  The problem is the free shipping is not bad if the delivery problem is the …, I like it  The problem is the free shipping is not bad if the delivery problem is the …
125,176,1.0,"(Translated by Google) The delivery takes a long time, it's better to choose another expedition but it is much higher quality, in the end my item was declared lost by Shoppe Express …"," The delivery takes a long time, it's better to choose another expedition but it is much higher quality, in the end my item was declared lost by Shoppe Express …"," The delivery takes a long time, it's better to choose another expedition but it is much higher quality, in the end my item was declared lost by Shoppe Express …"
126,177,1.0,(Translated by Google) Why wasn't my item sent even though it was already in the hands of the courier …, Why wasn't my item sent even though it was already in the hands of the courier …, Why wasn't my item sent even though it was already in the hands of the courier …
127,178,5.0,"(Translated by Google) Start faster, keep growing.  (Original) …"," Start faster, keep growing.  (Original"," Start faster, keep growing.  "
128,180,1.0,(Translated by Google) very slow delivery  (Original) parah pengiriman lemot sekali, very slow delivery  (Original, very slow delivery  
129,182,1.0,(Translated by Google) Expedition is slow and slow  (Original) Ekspedisi lemot lelet, Expedition is slow and slow  (Original, Expedition is slow and slow  
130,184,1.0,"(Translated by Google) Bad courier, goods were not sent, the writing was not enough time. !!!! I didn't bother to send it, I just canceled it. …"," Bad courier, goods were not sent, the writing was not enough time. !!!! I didn't bother to send it, I just canceled it. …"," Bad courier, goods were not sent, the writing was not enough time. !!!! I didn't bother to send it, I just canceled it. …"
131,185,1.0,"(Translated by Google) It's really long, even though it's been 5 days I usually try to use this service first, only 4 days have received the goods. …"," It's really long, even though it's been 5 days I usually try to use this service first, only 4 days have received the goods. …"," It's really long, even though it's been 5 days I usually try to use this service first, only 4 days have received the goods. …"
132,186,1.0,"(Translated by Google) How long does it take, the next expedition doesn't last for days now …"," How long does it take, the next expedition doesn't last for days now …"," How long does it take, the next expedition doesn't last for days now …"
133,187,1.0,"(Translated by Google) The delivery time, usually Surabaya to Surabaya again, only a day, it has not arrived for 2 days …"," The delivery time, usually Surabaya to Surabaya again, only a day, it has not arrived for 2 days …"," The delivery time, usually Surabaya to Surabaya again, only a day, it has not arrived for 2 days …"
134,188,1.0,"(Translated by Google) the courier doesn't want to contact the customer bondo ... cook, I've been waiting for the package from morning, until late at night it actually says BUYER RESCHEDULE, even though I DO NOT ASK ONCE TO BE DIRESCHEDULE …"," the courier doesn't want to contact the customer bondo ... cook, I've been waiting for the package from morning, until late at night it actually says BUYER RESCHEDULE, even though I DO NOT ASK ONCE TO BE DIRESCHEDULE …"," the courier doesn't want to contact the customer bondo ... cook, I've been waiting for the package from morning, until late at night it actually says BUYER RESCHEDULE, even though I DO NOT ASK ONCE TO BE DIRESCHEDULE …"
135,189,5.0,"(Translated by Google) Alhamdulillah, the goods finally arrived on time. In accordance with my promise, I give 5 stars. My hope as a customer, I hope that in the future, the delivery of goods will be improved and on time to arrive at the …"," Alhamdulillah, the goods finally arrived on time. In accordance with my promise, I give 5 stars. My hope as a customer, I hope that in the future, the delivery of goods will be improved and on time to arrive at the …"," Alhamdulillah, the goods finally arrived on time. In accordance with my promise, I give 5 stars. My hope as a customer, I hope that in the future, the delivery of goods will be improved and on time to arrive at the …"
136,190,1.0,(Translated by Google) It's been a long time ... The goods arrived at the customer less than 2 pieces. The complaint was also immediately decided that it was not Shopee Express' …, It's been a long time ... The goods arrived at the customer less than 2 pieces. The complaint was also immediately decided that it was not Shopee Express' …, It's been a long time ... The goods arrived at the customer less than 2 pieces. The complaint was also immediately decided that it was not Shopee Express' …
137,191,1.0,(Translated by Google) Why is it too late. I don't want to compete with the other ... kog like this still happens. Have you never acted on it. Isn't the courier paid kog lemood? …, Why is it too late. I don't want to compete with the other ... kog like this still happens. Have you never acted on it. Isn't the courier paid kog lemood? …, Why is it too late. I don't want to compete with the other ... kog like this still happens. Have you never acted on it. Isn't the courier paid kog lemood? …
138,192,1.0,(Translated by Google) Super super long courier cuy  (Original) …, Super super long courier cuy  (Original, Super super long courier cuy  
139,193,2.0,"(Translated by Google) Have used this expedition service for the umpteenth time ..., it's just been a long time. in the case of stts from morning already d courier, until evening it didn & apos; t arrive. …"," Have used this expedition service for the umpteenth time ..., it's just been a long time. in the case of stts from morning already d courier, until evening it didn & apos; t arrive. …"," Have used this expedition service for the umpteenth time ..., it's just been a long time. in the case of stts from morning already d courier, until evening it didn & apos; t arrive. …"
140,194,1.0,"(Translated by Google) The expedition is not honest, it hasn't arrived yet the info has been received, there is no phone / message ... the address is correct too ... be careful for those who want to use standard shopee express especially …"," The expedition is not honest, it hasn't arrived yet the info has been received, there is no phone / message ... the address is correct too ... be careful for those who want to use standard shopee express especially …"," The expedition is not honest, it hasn't arrived yet the info has been received, there is no phone / message ... the address is correct too ... be careful for those who want to use standard shopee express especially …"
141,195,1.0,"(Translated by Google) Wow, the package has arrived at the Surabaya shipping hub, how come from Surabaya to Surabaya from 27 to 30 it hasn't arrived yet, so the status is still at the shipping hub, do you want to work? I pay the postage ... …"," Wow, the package has arrived at the Surabaya shipping hub, how come from Surabaya to Surabaya from 27 to 30 it hasn't arrived yet, so the status is still at the shipping hub, do you want to work? I pay the postage ... …"," Wow, the package has arrived at the Surabaya shipping hub, how come from Surabaya to Surabaya from 27 to 30 it hasn't arrived yet, so the status is still at the shipping hub, do you want to work? I pay the postage ... …"
142,196,5.0,(Translated by Google) Place for a living  (Original) Tempat nyari nafkah, Place for a living  (Original, Place for a living  
143,197,3.0,(Translated by Google) Who has a shopee express contact please please ... how long my package in the warehouse doesn't work at all …, Who has a shopee express contact please please ... how long my package in the warehouse doesn't work at all …, Who has a shopee express contact please please ... how long my package in the warehouse doesn't work at all …
144,198,1.0,"(Translated by Google) The expedition is the worst ... the status is carried by courier every morning until evening, the status fails to send, the time is not enough ... even though I usually use JNE JNT, the security guards always leave …"," The expedition is the worst ... the status is carried by courier every morning until evening, the status fails to send, the time is not enough ... even though I usually use JNE JNT, the security guards always leave …"," The expedition is the worst ... the status is carried by courier every morning until evening, the status fails to send, the time is not enough ... even though I usually use JNE JNT, the security guards always leave …"
145,199,2.0,"(Translated by Google) Shopee express takes a long time in the warehouse, it should have been delivered to the house, but it is still left in the warehouse. I have to go there myself to get my package. …"," Shopee express takes a long time in the warehouse, it should have been delivered to the house, but it is still left in the warehouse. I have to go there myself to get my package. …"," Shopee express takes a long time in the warehouse, it should have been delivered to the house, but it is still left in the warehouse. I have to go there myself to get my package. …"
146,200,1.0,"(Translated by Google) Very Disappointed, When Delivering as a Seller Last Sunday You Can, This Week You Cannot, Very Bad …"," Very Disappointed, When Delivering as a Seller Last Sunday You Can, This Week You Cannot, Very Bad …"," Very Disappointed, When Delivering as a Seller Last Sunday You Can, This Week You Cannot, Very Bad …"
147,201,5.0,(Translated by Google) The good news is the more it is organized the faster it is sent …, The good news is the more it is organized the faster it is sent …, The good news is the more it is organized the faster it is sent …
148,203,1.0,"(Translated by Google) This expedition is really clear, too slow. Even though this afternoon the package delivery status was being sent by a courier, uh I waited for it not to come. Then just now there is an incoming sms if the delivery …"," This expedition is really clear, too slow. Even though this afternoon the package delivery status was being sent by a courier, uh I waited for it not to come. Then just now there is an incoming sms if the delivery …"," This expedition is really clear, too slow. Even though this afternoon the package delivery status was being sent by a courier, uh I waited for it not to come. Then just now there is an incoming sms if the delivery …"
149,204,1.0,"(Translated by Google) high exclusivity logistics courier, own property .. but the service is far below the standard with other delivery services. I can order 5x using the shopee express delivery service from the buyer, but the courier …"," high exclusivity logistics courier, own property .. but the service is far below the standard with other delivery services. I can order 5x using the shopee express delivery service from the buyer, but the courier …"," high exclusivity logistics courier, own property .. but the service is far below the standard with other delivery services. I can order 5x using the shopee express delivery service from the buyer, but the courier …"
150,205,4.0,(Translated by Google) Shoppe delivery place  (Original) Tempat pengiriman shoppe, Shoppe delivery place  (Original, Shoppe delivery place  
151,206,1.0,"(Translated by Google) The delivery was slow, the courier had brought it for 2 days and it didn't arrive ... did the courier go around Jakarta first? …"," The delivery was slow, the courier had brought it for 2 days and it didn't arrive ... did the courier go around Jakarta first? …"," The delivery was slow, the courier had brought it for 2 days and it didn't arrive ... did the courier go around Jakarta first? …"
152,207,1.0,"(Translated by Google) Don't ever use this expedition, I swear my package hasn't arrived but it has been received by Mrs. Karni, even though there is no such thing at a neighbor's house, so please take responsibility …"," Don't ever use this expedition, I swear my package hasn't arrived but it has been received by Mrs. Karni, even though there is no such thing at a neighbor's house, so please take responsibility …"," Don't ever use this expedition, I swear my package hasn't arrived but it has been received by Mrs. Karni, even though there is no such thing at a neighbor's house, so please take responsibility …"
153,208,1.0,(Translated by Google) 1 star is already better .. Shipping lousy !! …, 1 star is already better .. Shipping lousy !! …, 1 star is already better .. Shipping lousy !! …
154,209,5.0,"(Translated by Google) ok, now the service is better, even though it's still late at night, it's still queued by the courier …"," ok, now the service is better, even though it's still late at night, it's still queued by the courier …"," ok, now the service is better, even though it's still late at night, it's still queued by the courier …"
155,210,1.0,"(Translated by Google) For those who read this. Don't call the wa number listed in the picture because it's a FRAUD under the guise of this shopee express admin, because I tried to chat and as a result he asked for the cellphone number and …"," For those who read this. Don't call the wa number listed in the picture because it's a FRAUD under the guise of this shopee express admin, because I tried to chat and as a result he asked for the cellphone number and …"," For those who read this. Don't call the wa number listed in the picture because it's a FRAUD under the guise of this shopee express admin, because I tried to chat and as a result he asked for the cellphone number and …"
156,211,5.0,"(Translated by Google) Safe packing, friendly courier .. until the location on time. Thx shopee .. always be victorious …"," Safe packing, friendly courier .. until the location on time. Thx shopee .. always be victorious …"," Safe packing, friendly courier .. until the location on time. Thx shopee .. always be victorious …"
157,212,1.0,"(Translated by Google) The delivery of the dog was really 3 days in transit, it didn't move, maybe the courier ate a blind salary …"," The delivery of the dog was really 3 days in transit, it didn't move, maybe the courier ate a blind salary …"," The delivery of the dog was really 3 days in transit, it didn't move, maybe the courier ate a blind salary …"
158,213,1.0,(Translated by Google) package delivery is very long. no recommended!  (Original) …, package delivery is very long. no recommended!  (Original, package delivery is very long. no recommended!  
159,216,1.0,(Translated by Google) WORST  (Original) TERBURUK, WORST  (Original, WORST  
160,217,1.0,"(Translated by Google) If there are other shipping alternatives, I suggest using another one. My package is lost somewhere, cs machine, wordy until I run out of credit, still no clarity. Tracking receipts ALWAYS NOT WRITTEN WHO ACCEPTED, …"," If there are other shipping alternatives, I suggest using another one. My package is lost somewhere, cs machine, wordy until I run out of credit, still no clarity. Tracking receipts ALWAYS NOT WRITTEN WHO ACCEPTED, …"," If there are other shipping alternatives, I suggest using another one. My package is lost somewhere, cs machine, wordy until I run out of credit, still no clarity. Tracking receipts ALWAYS NOT WRITTEN WHO ACCEPTED, …"
161,218,1.0,(Translated by Google) goods a week in the hands of the courier not enough  (Original) …, goods a week in the hands of the courier not enough  (Original, goods a week in the hands of the courier not enough  
162,219,1.0,"(Translated by Google) Slow to send 3 times failed, padhal house is easy to find. …"," Slow to send 3 times failed, padhal house is easy to find. …"," Slow to send 3 times failed, padhal house is easy to find. …"
163,220,1.0,"(Translated by Google) Sending using Shoope Express, took a long time, Kapok using this expedition …"," Sending using Shoope Express, took a long time, Kapok using this expedition …"," Sending using Shoope Express, took a long time, Kapok using this expedition …"
164,221,1.0,"(Translated by Google) One ""is an expedition & even a company that has a wide scope but doesn't have CS, portals, phone contacts. Just follow them: D …"," One ""is an expedition & even a company that has a wide scope but doesn't have CS, portals, phone contacts. Just follow them: D …"," One ""is an expedition & even a company that has a wide scope but doesn't have CS, portals, phone contacts. Just follow them: D …"
165,222,1.0,"(Translated by Google) Is this an expedition or something? I don & apos; t have my own contact, the service & cs are still different, then what validation do you try? …"," Is this an expedition or something? I don & apos; t have my own contact, the service & cs are still different, then what validation do you try? …"," Is this an expedition or something? I don & apos; t have my own contact, the service & cs are still different, then what validation do you try? …"
166,223,1.0,"(Translated by Google) It's really slow, even though the goods shop is in Surabaya and my house is in Sidoarjo, and it's been 5 days that it hasn't gotten really bad even though the goods are urgent, no longer using this, it's better to …"," It's really slow, even though the goods shop is in Surabaya and my house is in Sidoarjo, and it's been 5 days that it hasn't gotten really bad even though the goods are urgent, no longer using this, it's better to …"," It's really slow, even though the goods shop is in Surabaya and my house is in Sidoarjo, and it's been 5 days that it hasn't gotten really bad even though the goods are urgent, no longer using this, it's better to …"
167,224,1.0,(Translated by Google) Very long delivery Delivery is still within 1 city more than 7 days 3x failed to send to the address for insufficient time …, Very long delivery Delivery is still within 1 city more than 7 days 3x failed to send to the address for insufficient time …, Very long delivery Delivery is still within 1 city more than 7 days 3x failed to send to the address for insufficient time …
168,227,1.0,(Translated by Google) Not recommended ... really slow  (Original) Gak rekomended.. lelet banget, Not recommended ... really slow  (Original, Not recommended ... really slow  
169,228,1.0,(Translated by Google) Delivery is slow The sorting party when I wanted to pick up the goods said the goods were piled up and in the end I couldn't get anything far there …, Delivery is slow The sorting party when I wanted to pick up the goods said the goods were piled up and in the end I couldn't get anything far there …, Delivery is slow The sorting party when I wanted to pick up the goods said the goods were piled up and in the end I couldn't get anything far there …
170,229,4.0,Standard,,Standard
171,230,1.0,"(Translated by Google) Using shopee xpress, the condition that was received by the packaging was torn and only 1 left, on order 2, I confirmed it to the seller owner d shopee. He said it was sent 2. And there is already a note d on the …"," Using shopee xpress, the condition that was received by the packaging was torn and only 1 left, on order 2, I confirmed it to the seller owner d shopee. He said it was sent 2. And there is already a note d on the …"," Using shopee xpress, the condition that was received by the packaging was torn and only 1 left, on order 2, I confirmed it to the seller owner d shopee. He said it was sent 2. And there is already a note d on the …"
172,231,1.0,"(Translated by Google) The delivery is long, please repair it so as not to disappoint other cstmers! …"," The delivery is long, please repair it so as not to disappoint other cstmers! …"," The delivery is long, please repair it so as not to disappoint other cstmers! …"
173,232,1.0,(Translated by Google) badly slow and there is no confirmation of the sender's problem …, badly slow and there is no confirmation of the sender's problem …, badly slow and there is no confirmation of the sender's problem …
174,233,1.0,(Translated by Google) Slow for the courier ... The package is pending terrusss ... …, Slow for the courier ... The package is pending terrusss ... …, Slow for the courier ... The package is pending terrusss ... …
175,236,1.0,(Translated by Google) give up using shopee express !!!! address where sent to where :) sorry !! give up !!!! …, give up using shopee express !!!! address where sent to where :, give up using shopee express !!!! address where sent to where :
176,238,5.0,(Translated by Google) Easy access near toll roads and airports.  (Original) …, Easy access near toll roads and airports.  (Original, Easy access near toll roads and airports.  
177,239,5.0,"(Translated by Google) Fast delivery and whole goods flawless courier friendly. Anyway, jos for shopee express …"," Fast delivery and whole goods flawless courier friendly. Anyway, jos for shopee express …"," Fast delivery and whole goods flawless courier friendly. Anyway, jos for shopee express …"
178,240,5.0,(Translated by Google) Shopee Shopee 2  (Original) Shopee Shopee 😍😍, Shopee Shopee 2  (Original, Shopee Shopee 2  
179,241,5.0,"(Translated by Google) Don't expect to use Shopeeexpress ... In the morning, I ordered, in the afternoon, I just arrived ... Pakett COd, I still have 2-3 days. Fortunately, there is still money left over by cash ... …"," Don't expect to use Shopeeexpress ... In the morning, I ordered, in the afternoon, I just arrived ... Pakett COd, I still have 2-3 days. Fortunately, there is still money left over by cash ... …"," Don't expect to use Shopeeexpress ... In the morning, I ordered, in the afternoon, I just arrived ... Pakett COd, I still have 2-3 days. Fortunately, there is still money left over by cash ... …"
180,242,5.0,(Translated by Google) It & amp; # 39; s nice to shop with a free shopee shipping tissue …, It & amp; # 39; s nice to shop with a free shopee shipping tissue …, It & amp; # 39; s nice to shop with a free shopee shipping tissue …
181,243,5.0,(Translated by Google) Shopee ... Shopee ...  (Original) Shopee... Shopee...🤩🤩🤩, Shopee ... Shopee ...  (Original, Shopee ... Shopee ...  
182,244,5.0,"(Translated by Google) Indeed, the delivery speed is super fast, the goods are not scratched in the slightest and the courier is very friendly ,, healthy, yes sir courier hopefully a blessing …"," Indeed, the delivery speed is super fast, the goods are not scratched in the slightest and the courier is very friendly ,, healthy, yes sir courier hopefully a blessing …"," Indeed, the delivery speed is super fast, the goods are not scratched in the slightest and the courier is very friendly ,, healthy, yes sir courier hopefully a blessing …"
183,245,5.0,"(Translated by Google) Fast delivery, Please select shopee exoress  (Original) …"," Fast delivery, Please select shopee exoress  (Original"," Fast delivery, Please select shopee exoress  "
184,246,5.0,(Translated by Google) Fast delivery and courier friendly 2. So like shopping at shopee …, Fast delivery and courier friendly 2. So like shopping at shopee …, Fast delivery and courier friendly 2. So like shopping at shopee …
