,index,rating,caption,middle,reviews
81,118,1.0,One star because I don’t like their service today. They didn’t accept my passport picture on my phone today because they need the original one but i’ve been trying to do it many times before whenever I am sending a package. I don’t know if there’s new regulations. Educate me!!,,One star because I don’t like their service today. They didn’t accept my passport picture on my phone today because they need the original one but i’ve been trying to do it many times before whenever I am sending a package. I don’t know if there’s new regulations. Educate me!!
82,119,1.0,(Translated by Google) Terrible. Close.  (Original) ยอดแย่ ปิดไปเหอะ, Terrible. Close.  (Original, Terrible. Close.  
83,120,2.0,"(Translated by Google) The staff delivered the goods home But accidentally did not give grandmother money The staff called us to deliver the goods to our house, answered the call and asked if the money could be transferred. The staff …"," The staff delivered the goods home But accidentally did not give grandmother money The staff called us to deliver the goods to our house, answered the call and asked if the money could be transferred. The staff …"," The staff delivered the goods home But accidentally did not give grandmother money The staff called us to deliver the goods to our house, answered the call and asked if the money could be transferred. The staff …"
84,122,2.0,"(Translated by Google) Souvenirs delivered to Tak Don Chedi on January 5, 2021 Time around 15.00 Today, 6 Jan 2031 at 4 p.m. …"," Souvenirs delivered to Tak Don Chedi on January 5, 2021 Time around 15.00 Today, 6 Jan 2031 at 4 p.m. …"," Souvenirs delivered to Tak Don Chedi on January 5, 2021 Time around 15.00 Today, 6 Jan 2031 at 4 p.m. …"
85,123,1.0,(Translated by Google) Very bad service Arbitrary delay delivery Do you train staff? …, Very bad service Arbitrary delay delivery Do you train staff? …, Very bad service Arbitrary delay delivery Do you train staff? …
86,125,1.0,(Translated by Google) Date 31 December 63 The delivery staff called to ask us if we are ready to receive the product. So I replied that I wasn't ready. Because going to other provinces Therefore I would like to postpone the 4th day of …, Date 31 December 63 The delivery staff called to ask us if we are ready to receive the product. So I replied that I wasn't ready. Because going to other provinces Therefore I would like to postpone the 4th day of …, Date 31 December 63 The delivery staff called to ask us if we are ready to receive the product. So I replied that I wasn't ready. Because going to other provinces Therefore I would like to postpone the 4th day of …
87,126,1.0,"(Translated by Google) Department of labor to deliver goods, have to deliver things to the front of the house Not deposited in the village law I told many times and still do. There are 2 people, one sent to the house every time. Thank you …"," Department of labor to deliver goods, have to deliver things to the front of the house Not deposited in the village law I told many times and still do. There are 2 people, one sent to the house every time. Thank you …"," Department of labor to deliver goods, have to deliver things to the front of the house Not deposited in the village law I told many times and still do. There are 2 people, one sent to the house every time. Thank you …"
88,130,1.0,"(Translated by Google) Terrible - worst According to the parcel which is overdue In the morning, I was told that the staff would contact you back, it was silent again. More importantly, let's wait for the parcel. There is no movement what …"," Terrible - worst According to the parcel which is overdue In the morning, I was told that the staff would contact you back, it was silent again. More importantly, let's wait for the parcel. There is no movement what …"," Terrible - worst According to the parcel which is overdue In the morning, I was told that the staff would contact you back, it was silent again. More importantly, let's wait for the parcel. There is no movement what …"
89,131,1.0,"(Translated by Google) Slow delivery as a nation The service staff is terrible, the transportation is extremely bad, the more you use the service every day, the worse the service Call according to the call center, wait for the call as a …"," Slow delivery as a nation The service staff is terrible, the transportation is extremely bad, the more you use the service every day, the worse the service Call according to the call center, wait for the call as a …"," Slow delivery as a nation The service staff is terrible, the transportation is extremely bad, the more you use the service every day, the worse the service Call according to the call center, wait for the call as a …"
90,132,1.0,"(Translated by Google) Delivery from December 4 to Phuket destination. 4 days have not received the item, call, no staff to answer the call, send the parcel tracking number to Chaiyaphum, very confused. …"," Delivery from December 4 to Phuket destination. 4 days have not received the item, call, no staff to answer the call, send the parcel tracking number to Chaiyaphum, very confused. …"," Delivery from December 4 to Phuket destination. 4 days have not received the item, call, no staff to answer the call, send the parcel tracking number to Chaiyaphum, very confused. …"
91,133,1.0,"(Translated by Google) About almost 5 days, write all the details, but not complete, not responsible, call to not answer …"," About almost 5 days, write all the details, but not complete, not responsible, call to not answer …"," About almost 5 days, write all the details, but not complete, not responsible, call to not answer …"
92,134,1.0,(Translated by Google) There are no major office phone numbers and the staff answer the phone at 11am. …, There are no major office phone numbers and the staff answer the phone at 11am. …, There are no major office phone numbers and the staff answer the phone at 11am. …
93,135,4.0,(Translated by Google) Good service Quick and fast. …, Good service Quick and fast. …, Good service Quick and fast. …
94,137,1.0,"(Translated by Google) Today, I met myself, what is it for today? Very bad work. Delivery since yesterday at nine o'clock. Arrived in Bangkok at fifty and fifty customers waited all day. Call the employee's check. Tell them to call to ask. …"," Today, I met myself, what is it for today? Very bad work. Delivery since yesterday at nine o'clock. Arrived in Bangkok at fifty and fifty customers waited all day. Call the employee's check. Tell them to call to ask. …"," Today, I met myself, what is it for today? Very bad work. Delivery since yesterday at nine o'clock. Arrived in Bangkok at fifty and fifty customers waited all day. Call the employee's check. Tell them to call to ask. …"
95,139,2.0,"(Translated by Google) Curry in the latter part, poor service. (Chiang Mai) There is no call to inform the customer first, or sometimes the customer does not receive the call, it is not confirmed .. is that the doorbell called at all .. …"," Curry in the latter part, poor service. (Chiang Mai"," Curry in the latter part, poor service. "
96,141,1.0,(Translated by Google) very bad  (Original) แย่มาก, very bad  (Original, very bad  
97,142,4.0,"(Translated by Google) Let it be a table or a suitable drop-off place, not to drop it on the ground. This branch is nice, it has a table that you can reach, you can put it on the table and shoot. But have to grab the writing area for …"," Let it be a table or a suitable drop-off place, not to drop it on the ground. This branch is nice, it has a table that you can reach, you can put it on the table and shoot. But have to grab the writing area for …"," Let it be a table or a suitable drop-off place, not to drop it on the ground. This branch is nice, it has a table that you can reach, you can put it on the table and shoot. But have to grab the writing area for …"
98,143,5.0,(Translated by Google) Very good service  (Original) บริการดีมากค่ะ, Very good service  (Original, Very good service  
99,144,1.0,"(Translated by Google) If the shop sent the goods since yesterday, but went to check the number and it says no, what is this delivery? …"," If the shop sent the goods since yesterday, but went to check the number and it says no, what is this delivery? …"," If the shop sent the goods since yesterday, but went to check the number and it says no, what is this delivery? …"
100,145,1.0,"(Translated by Google) The delivery person speaks badly. To find us asking the address, we have already told him but he is not right. Instead, ranting, we should improve. If talking dog is not like this, very bad 👎👎👎👎👎👎👎 👎 …"," The delivery person speaks badly. To find us asking the address, we have already told him but he is not right. Instead, ranting, we should improve. If talking dog is not like this, very bad 👎👎👎👎👎👎👎 👎 …"," The delivery person speaks badly. To find us asking the address, we have already told him but he is not right. Instead, ranting, we should improve. If talking dog is not like this, very bad 👎👎👎👎👎👎👎 👎 …"
101,146,4.0,(Translated by Google) Good service  (Original) ให้บริการดีค่ะ, Good service  (Original, Good service  
102,147,1.0,The MOST USELESS hotline numbers!!! YOU SENT MY ENVELOPE AT THE WRONG ADDRESS! Called your hotline for a MILLION TIMES still NO FREAKIN ANSWER!,,The MOST USELESS hotline numbers!!! YOU SENT MY ENVELOPE AT THE WRONG ADDRESS! Called your hotline for a MILLION TIMES still NO FREAKIN ANSWER!
103,149,1.0,(Translated by Google) Delivery very long damaged goods Sent backboard doing 😡😡😡. …, Delivery very long damaged goods Sent backboard doing 😡😡😡. …, Delivery very long damaged goods Sent backboard doing 😡😡😡. …
104,151,5.0,(Translated by Google) Modern buildings and work spaces The staff spoke good almost everyone who has contacted. Thank you Kerry …, Modern buildings and work spaces The staff spoke good almost everyone who has contacted. Thank you Kerry …, Modern buildings and work spaces The staff spoke good almost everyone who has contacted. Thank you Kerry …
105,152,5.0,"(Translated by Google) Good service, good advice  (Original) บริการดีค่ะ ให้คำแนะนำดี"," Good service, good advice  (Original"," Good service, good advice  "
106,155,1.0,"(Translated by Google) So what? The delivery staff didn't arrive at the room, calling to tell them to walk down to pick up the goods. If the old guy came up to deliver, then he didn't have to come to work. And still going to go down to the …"," So what? The delivery staff didn't arrive at the room, calling to tell them to walk down to pick up the goods. If the old guy came up to deliver, then he didn't have to come to work. And still going to go down to the …"," So what? The delivery staff didn't arrive at the room, calling to tell them to walk down to pick up the goods. If the old guy came up to deliver, then he didn't have to come to work. And still going to go down to the …"
107,156,1.0,"(Translated by Google) Status added, sent this Saturday Until the one who ordered later arrived …"," Status added, sent this Saturday Until the one who ordered later arrived …"," Status added, sent this Saturday Until the one who ordered later arrived …"
108,157,1.0,"(Translated by Google) Meet the fresh, Tulip Squre branch. Take a table for the customer to wrap and fill in the details at the front of the outside door. Allow the customer to wrap the item. Fill in the sun to disinfect the covid 19 …"," Meet the fresh, Tulip Squre branch. Take a table for the customer to wrap and fill in the details at the front of the outside door. Allow the customer to wrap the item. Fill in the sun to disinfect the covid 19 …"," Meet the fresh, Tulip Squre branch. Take a table for the customer to wrap and fill in the details at the front of the outside door. Allow the customer to wrap the item. Fill in the sun to disinfect the covid 19 …"
109,158,1.0,"(Translated by Google) So bad Delivery from 7 today. Day 11 has not been received. Can not call any agency Plus looks at the Bangkok warehouse for 3 days, still in the same place. Went to ask at Bang Kadi warehouse to tell the company that …"," So bad Delivery from 7 today. Day 11 has not been received. Can not call any agency Plus looks at the Bangkok warehouse for 3 days, still in the same place. Went to ask at Bang Kadi warehouse to tell the company that …"," So bad Delivery from 7 today. Day 11 has not been received. Can not call any agency Plus looks at the Bangkok warehouse for 3 days, still in the same place. Went to ask at Bang Kadi warehouse to tell the company that …"
110,159,1.0,(Translated by Google) Delivery is very slow  (Original) ส่งของช้ามาก, Delivery is very slow  (Original, Delivery is very slow  
111,160,1.0,(Translated by Google) Contact did not deliver as late as the worst week.  (Original) …, Contact did not deliver as late as the worst week.  (Original, Contact did not deliver as late as the worst week.  
112,161,1.0,"(Translated by Google) Kerry Sikhio Shipping Department Terrible Service Items shipped from March 30 until April 1, but have not been delivered to customers. Call and cut the call. Callcenter can only accept the matter. Cannot solve any …"," Kerry Sikhio Shipping Department Terrible Service Items shipped from March 30 until April 1, but have not been delivered to customers. Call and cut the call. Callcenter can only accept the matter. Cannot solve any …"," Kerry Sikhio Shipping Department Terrible Service Items shipped from March 30 until April 1, but have not been delivered to customers. Call and cut the call. Callcenter can only accept the matter. Cannot solve any …"
113,166,5.0,(Translated by Google) Good service  (Original) บริการดีคับ, Good service  (Original, Good service  
114,167,5.0,Best service,,Best service
115,168,3.0,"(Translated by Google) Kerry, the most expensive to transport together  (Original) …"," Kerry, the most expensive to transport together  (Original"," Kerry, the most expensive to transport together  "
116,169,1.0,"(Translated by Google) Suck, do not call to inform you that you will be sent. Put the goods in front of the house. Will you put it to the dog for a period? …"," Suck, do not call to inform you that you will be sent. Put the goods in front of the house. Will you put it to the dog for a period? …"," Suck, do not call to inform you that you will be sent. Put the goods in front of the house. Will you put it to the dog for a period? …"
117,171,1.0,"(Translated by Google) The delivery is very slow, the Thai postage is sometimes faster than when the holidays are reduced during the 3-4 day lazada price reduction. So, pay for the expensive delivery. …"," The delivery is very slow, the Thai postage is sometimes faster than when the holidays are reduced during the 3-4 day lazada price reduction. So, pay for the expensive delivery. …"," The delivery is very slow, the Thai postage is sometimes faster than when the holidays are reduced during the 3-4 day lazada price reduction. So, pay for the expensive delivery. …"
118,175,4.0,(Translated by Google) Fast service Staff intend to provide very good service.  (Original) …, Fast service Staff intend to provide very good service.  (Original, Fast service Staff intend to provide very good service.  
119,178,5.0,"(Translated by Google) To use the service frequently, convenient to use  (Original) …"," To use the service frequently, convenient to use  (Original"," To use the service frequently, convenient to use  "
120,179,5.0,"(Translated by Google) Good work, good fun  (Original) ดีคับ งานสนุกดี"," Good work, good fun  (Original"," Good work, good fun  "
121,181,1.0,Better to use Thai Post or Alpha or other. Kerry is not safe.,,Better to use Thai Post or Alpha or other. Kerry is not safe.
122,184,5.0,"(Translated by Google) Very good service, fast, staff help with the package. And very good advice There are 2 branches with no extensions. …"," Very good service, fast, staff help with the package. And very good advice There are 2 branches with no extensions. …"," Very good service, fast, staff help with the package. And very good advice There are 2 branches with no extensions. …"
123,187,5.0,(Translated by Google) do not tell  (Original) ไม่บอก, do not tell  (Original, do not tell  
124,188,1.0,(Translated by Google) Worst shipping company in the world  (Original) …, Worst shipping company in the world  (Original, Worst shipping company in the world  
125,192,2.0,"(Translated by Google) Long wait, slow service, no parking  (Original) รอนาน บริการช้า ไม่มีที่จอดรถ"," Long wait, slow service, no parking  (Original"," Long wait, slow service, no parking  "
126,195,4.0,(Translated by Google) very good service  (Original) บริการดีมากๆ, very good service  (Original, very good service  
127,198,5.0,"(Translated by Google) Good service, convenient transportation, near bts Taksin  (Original) …"," Good service, convenient transportation, near bts Taksin  (Original"," Good service, convenient transportation, near bts Taksin  "
128,199,2.0,You pay a very high price but the delivery is very slow!,,You pay a very high price but the delivery is very slow!
129,201,1.0,I booked on the app and was given a 2 hour pickup window. I got a phone call saying they will arrive after that window. Then they asked me how many piecesm again and again and again. Then I canceled the pickup and they kept calling asking …,,I booked on the app and was given a 2 hour pickup window. I got a phone call saying they will arrive after that window. Then they asked me how many piecesm again and again and again. Then I canceled the pickup and they kept calling asking …
130,202,5.0,(Translated by Google) Good company  (Original) บริษัทที่ดี, Good company  (Original, Good company  
131,203,4.0,(Translated by Google) Is the office Not receiving parcels  (Original) …, Is the office Not receiving parcels  (Original, Is the office Not receiving parcels  
